,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,new_addition,conda_forge
255,yala,cemsbr/yala,linters,Yet Another Linter Aggregator.,,https://github.com/cemsbr/yala,https://github.com/cemsbr/yala,MIT,2017-06-02 22:45:50.000,2023-01-30 07:52:09.000,2023-01-30 07:50:18,198.0,5.0,5.0,2.0,136.0,1.0,11.0,14.0,2023-01-30 07:57:23.000,3.2.0,29.0,4.0,16,False,yala,,"['flake8', 'pylint']",58.0,48.0,https://pypi.org/project/yala,2023-01-30 07:35:02.100,10.0,942.0,942.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
256,pycycle,bndr/pycycle,linters,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,,https://github.com/bndr/pycycle,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000,2022-01-15 20:44:01.000,2017-02-13 18:07:04,26.0,,20.0,5.0,6.0,15.0,2.0,313.0,2017-02-13 18:07:58.000,0.0.8,8.0,2.0,15,False,pycycle,,,80.0,73.0,https://pypi.org/project/pycycle,2017-02-13 18:07:58.000,7.0,3532.0,3532.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
257,freshenv,raiyanyahya/freshenv,virtual-envs,"Provision, share, manage local and cloud developer environments.",,https://github.com/raiyanyahya/freshenv,https://github.com/raiyanyahya/freshenv,MPL-2.0,2021-12-19 21:38:32.000,2023-03-03 20:00:09.000,2022-11-06 20:48:39,188.0,,3.0,1.0,166.0,2.0,3.0,161.0,2022-11-06 21:28:09.190,3.0.2,43.0,3.0,15,True,freshenv,raiyanyahya/freshenv,,,,https://pypi.org/project/freshenv,2022-11-06 21:28:09.190,,238.0,238.0,https://anaconda.org/raiyanyahya/freshenv,,,3.0,,,,,,,,,,,,,,,,,,,,,
258,retype,ambv/retype,refactoring,Re-apply type annotations from .pyi stubs to your codebase.,,https://github.com/ambv/retype,https://github.com/ambv/retype,MIT,2017-03-11 07:54:58.000,2022-08-15 09:53:04.970,2022-08-14 07:12:06,109.0,,19.0,4.0,28.0,,15.0,132.0,2022-08-14 07:10:00.969,22.8.0,12.0,9.0,15,True,retype,conda-forge/retype,,18.0,,https://pypi.org/project/retype,2022-08-14 07:10:00.969,18.0,772.0,1113.0,https://anaconda.org/conda-forge/retype,2022-08-15 09:53:04.970,21194.0,3.0,,,,,,,,,,,,,,,,,,,,,
259,massedit,elmotec/massedit,refactoring,Programmatically edit text files with Python. Useful for source to source transformations.,,https://github.com/elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000,2022-03-17 12:52:23.000,2020-12-23 02:11:17,178.0,,15.0,6.0,7.0,3.0,5.0,107.0,2020-12-23 02:19:02.000,0.69.1,15.0,8.0,15,False,massedit,,,6.0,,https://pypi.org/project/massedit,2020-12-23 02:12:33.000,6.0,4427.0,4427.0,,,,3.0,17.0,,,,,,,,,,,,,,,,,,,,
260,pytest-play,pytest-dev/pytest-play,testing,pytest plugin that let you automate actions and assertions with test metrics reporting executing plain YAML files.,,https://github.com/pytest-dev/pytest-play,https://github.com/pytest-dev/pytest-play,Apache-2.0,2017-12-14 09:08:26.000,2019-08-20 15:57:27.000,2019-06-12 11:57:28,382.0,,4.0,9.0,62.0,5.0,25.0,68.0,2019-06-12 11:59:29.000,2.3.1,23.0,3.0,15,False,pytest-play,,['pytest'],31.0,21.0,https://pypi.org/project/pytest-play,2019-06-12 11:59:29.000,10.0,142.0,142.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
261,universal-build,ml-tooling/universal-build,build-tools,Universal build utilities for containerized build pipelines.,,https://github.com/ml-tooling/universal-build,https://github.com/ml-tooling/universal-build,MIT,2020-10-19 14:57:21.000,2022-11-09 08:14:25.000,2022-09-15 18:19:20,395.0,,8.0,4.0,34.0,,3.0,19.0,2021-11-17 16:59:34.000,0.6.18,40.0,5.0,14,True,universal-build,,,16.0,11.0,https://pypi.org/project/universal-build,2020-12-12 13:21:08.000,5.0,259.0,259.0,,,,3.0,17.0,,,,,,,,,,,,,,,,,,,,
262,subpar,google/subpar,packaging,Subpar is a utility for creating self-contained python executables. It is designed to work well with Bazel.,,https://github.com/google/subpar,https://github.com/google/subpar,Apache-2.0,2016-08-03 20:11:35.000,2022-12-27 14:53:53.000,2022-12-19 19:23:19,95.0,,68.0,19.0,75.0,33.0,30.0,553.0,2019-05-14 20:14:05.000,2.0.0,5.0,16.0,13,True,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
263,linty_fresh,lyft/linty_fresh,linters,Surface lint errors during code review.,,https://github.com/lyft/linty_fresh,https://github.com/lyft/linty_fresh,Apache-2.0,2015-12-19 02:37:26.000,2023-03-20 01:44:54.000,2022-12-13 04:09:02,54.0,,21.0,20.0,61.0,8.0,1.0,185.0,2018-12-12 19:47:05.000,0.7.0,10.0,18.0,13,True,linty-fresh,,"['flake8', 'mypy']",,,https://pypi.org/project/linty-fresh,2018-12-12 19:47:05.000,,35.0,35.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
264,livepython,agermanidis/livepython,profiling,Visually trace Python code in real-time.,,https://github.com/agermanidis/livepython,https://github.com/agermanidis/livepython,MIT,2017-10-03 00:19:59.000,2019-01-22 17:39:55.000,2017-11-14 21:27:52,20.0,,168.0,78.0,4.0,11.0,15.0,2524.0,,,,3.0,12,False,,,,2.0,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
265,pipenv-pipes,gtalarico/pipenv-pipes,virtual-envs,A PipEnv Environment Switcher.,,https://github.com/gtalarico/pipenv-pipes,https://github.com/gtalarico/pipenv-pipes,MIT,2018-05-02 03:56:41.000,2022-12-08 02:07:55.000,2019-06-27 03:42:48,285.0,,17.0,4.0,21.0,7.0,10.0,131.0,2018-11-08 03:05:43.000,0.7.1,25.0,5.0,12,False,pipenv-pipes,,,,,https://pypi.org/project/pipenv-pipes,2018-11-08 03:05:43.000,,59.0,59.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
266,pyship,jamesabel/pyship,packaging,pyship - ship Python desktop apps to end users.,,https://github.com/jamesabel/pyship,https://github.com/jamesabel/pyship,MIT,2020-04-23 04:45:03.000,2022-10-18 21:21:43.000,2021-06-09 04:33:22,279.0,,2.0,3.0,4.0,5.0,,32.0,2021-06-09 04:34:00.000,0.1.5,17.0,1.0,10,False,pyship,,,,,https://pypi.org/project/pyship,2021-06-09 04:34:00.000,,41.0,41.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
