,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,conda_id,labels,pypi_id,open_issue_count,closed_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,updated_github_id,cargo_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
170,pipx,https://github.com/pipxproject/pipx,,Install and Run Python Applications in Isolated Environments.,dependency-managers,21,True,pipxproject/pipx,https://github.com/pipxproject/pipx,MIT,2018-10-06 18:47:46.000,2021-01-20 09:45:32.000,2021-01-16 08:40:30.000,146.0,3108.0,2021-01-16 07:52:21.000,0.16.0.0,41.0,53.0,,,pipx,59.0,280.0,403.0,2.0,,https://pypi.org/project/pipx,2021-01-16 08:17:57.000,2.0,19830.0,19830.0,,,,3.0,,,,,,,,,,
171,dephell,https://github.com/dephell/dephell,,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",dependency-managers,21,True,dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39.000,93.0,1670.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,,,dephell,100.0,161.0,2145.0,8.0,,https://pypi.org/project/dephell,2020-04-28 06:29:24.000,8.0,3426.0,3431.0,,,,3.0,108.0,,,,,,,,,
172,sixpack,https://github.com/sixpack/sixpack,,Sixpack is a language-agnostic a/b-testing framework.,testing,21,True,sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2021-01-21 06:05:38.000,2020-08-26 00:32:16.000,181.0,1668.0,2017-11-22 14:27:35.000,2.7.0,37.0,55.0,,,sixpack,73.0,125.0,828.0,11.0,8.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000,3.0,136.0,136.0,,,,3.0,,,,,,,,,,
173,pycco,https://github.com/pycco-docs/pycco,,Literate-style documentation generator.,documentation,21,False,pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2019-12-20 19:59:53.000,2019-12-20 19:59:49.000,126.0,735.0,2018-07-25 01:42:48.000,0.6.0,11.0,36.0,,,pycco,26.0,28.0,222.0,307.0,201.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000,106.0,862.0,862.0,,,,3.0,,,,,,,,,,
174,pynsist,https://github.com/takluyver/pynsist,,Build Windows installers for Python applications.,packaging,21,True,takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2020-12-11 22:56:39.000,2020-12-11 22:53:20.000,95.0,667.0,2020-07-03 08:11:24.000,2.5.1,20.0,26.0,,,pynsist,23.0,123.0,532.0,88.0,,https://pypi.org/project/pynsist,2020-11-05 21:10:48.000,88.0,927.0,927.0,,,,3.0,,,,,,,,,,
175,baron,https://github.com/PyCQA/baron,,"IDE allow you to refactor code, Baron allows you to write refactoring code.",refactoring,21,True,PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2020-03-15 09:15:49.000,2020-02-10 02:47:14.000,48.0,252.0,2019-02-25 23:55:38.000,0.8,18.0,31.0,,,baron,41.0,29.0,1489.0,224.0,132.0,https://pypi.org/project/baron,2018-10-29 00:43:39.000,92.0,6274.0,6274.0,,,,3.0,,,,,,,,,,
176,pytest-docker,https://github.com/avast/pytest-docker,,Docker-based integration tests.,testing,21,True,avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2020-11-12 15:11:07.000,2020-09-22 09:13:51.000,32.0,186.0,2020-09-22 09:28:03.000,0.10.1,13.0,9.0,,['pytest'],pytest-docker,16.0,13.0,56.0,14.0,,https://pypi.org/project/pytest-docker,2020-09-22 09:28:03.000,14.0,11288.0,11293.0,,,,3.0,66.0,,,,,,,,,
177,dodgy,https://github.com/landscapeio/dodgy,,Looks at Python code to search for things which look dodgy such as passwords or diffs.,security,21,False,landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2020-09-30 08:09:38.000,2019-12-31 16:45:20.000,15.0,88.0,2019-12-31 16:44:58.000,0.2.1,10.0,11.0,conda-forge/dodgy,,dodgy,8.0,2.0,64.0,1716.0,1192.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000,524.0,66215.0,66612.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579,21042.0,3.0,,,,,,,,,,
178,flake8-builtins,https://github.com/gforcada/flake8-builtins,,Check for python builtins being used as variables or parameters.,linters,21,True,gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2020-10-26 15:39:53.000,2020-08-11 08:34:28.000,15.0,58.0,2020-05-14 10:45:01.000,1.5.3,23.0,13.0,conda-forge/flake8-builtins,['flake8'],flake8-builtins,2.0,30.0,209.0,2056.0,1544.0,https://pypi.org/project/flake8-builtins,2020-05-14 10:45:01.000,512.0,130072.0,132125.0,https://anaconda.org/conda-forge/flake8-builtins,2020-05-18 15:22:26.836,102678.0,3.0,,,,,,,,,,
179,pylint-flask,https://github.com/jschaf/pylint-flask,,A Pylint plugin to analyze Flask applications.,linters,21,True,jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2021-01-07 06:30:51.000,2021-01-07 06:30:50.000,7.0,56.0,,,4.0,6.0,conda-forge/pylint-flask,['pylint'],pylint-flask,3.0,5.0,39.0,4383.0,4283.0,https://pypi.org/project/pylint-flask,2016-08-27 23:02:08.000,100.0,83970.0,84789.0,https://anaconda.org/conda-forge/pylint-flask,2019-02-02 18:28:49.934,43443.0,3.0,,,,,,,,,,
180,Profiling,https://github.com/what-studio/profiling,,Was an interactive continuous Python profiler.,profiling,20,True,what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2020-08-24 01:31:58.000,2020-08-24 01:31:58.000,113.0,2998.0,2017-06-28 06:10:16.000,0.1.3,3.0,18.0,,,profiling,15.0,20.0,433.0,34.0,29.0,https://pypi.org/project/profiling,2017-06-28 06:10:16.000,5.0,3540.0,3540.0,,,,3.0,,,,,,,,,,
181,pyrasite,https://github.com/lmacken/pyrasite,,Inject code into running Python processes.,debugging,20,False,lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2020-12-24 21:02:34.000,2017-03-13 17:42:17.000,184.0,2512.0,,,13.0,20.0,,,pyrasite,37.0,14.0,274.0,31.0,26.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000,5.0,7016.0,7016.0,,,,3.0,,,,,,,,,,
182,xar,https://github.com/facebookincubator/xar,,executable archive format.,packaging,20,True,facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2020-12-04 19:43:52.000,2020-12-04 19:43:26.000,45.0,1422.0,2020-12-02 20:41:20.000,20.12.2,3.0,21.0,,,xar,8.0,21.0,53.0,12.0,12.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,136.0,136.0,,,,3.0,,,,,,,,,,
183,pyannotate,https://github.com/dropbox/pyannotate,,Auto-generate PEP-484 annotations.,refactoring,20,True,dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2020-11-24 21:06:25.000,2020-11-10 12:27:42.000,40.0,1163.0,2019-09-16 15:37:03.000,1.2.0,9.0,15.0,,,pyannotate,24.0,33.0,93.0,78.0,56.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000,22.0,970.0,970.0,,,,3.0,,,,,,,,,,
184,portray,https://github.com/timothycrosley/portray,,Your Project with Great Documentation.,documentation,20,True,timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2021-01-17 07:35:02.000,2021-01-17 07:34:10.000,50.0,693.0,2021-01-17 07:35:02.000,1.5.0,24.0,13.0,,,portray,15.0,23.0,209.0,8.0,,https://pypi.org/project/portray,2021-01-17 07:35:02.000,8.0,2572.0,2572.0,,,,3.0,,,,,,,,,,
185,dlint,https://github.com/dlint-py/dlint,,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,security,20,True,dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2020-12-08 17:21:33.000,2020-12-08 17:21:32.000,13.0,315.0,2020-03-09 15:14:43.000,0.11.0,13.0,7.0,,,dlint,20.0,12.0,201.0,18.0,,https://pypi.org/project/dlint,2020-10-30 20:40:39.000,18.0,9611.0,9611.0,,,,3.0,,,,,,,,,,
186,mkdocstrings,https://github.com/pawamoy/mkdocstrings,,"Automatic documentation from sources, for MkDocs.",documentation,20,True,pawamoy/mkdocstrings,https://github.com/pawamoy/mkdocstrings,ISC,2019-12-09 18:09:09.000,2021-01-20 00:42:52.000,2021-01-19 17:56:53.000,29.0,270.0,2021-01-06 21:43:56.000,0.14.0,34.0,18.0,,['mkdocs'],mkdocstrings,43.0,102.0,355.0,0.0,,https://pypi.org/project/mkdocstrings,2021-01-06 21:43:56.000,0.0,11167.0,11167.0,,,,3.0,,,,,,,,,,
187,assertpy,https://github.com/ActivisionGameScience/assertpy,,Simple assertion library for unit testing in python with a fluent API.,testing,20,False,ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332,2020-07-19 15:23:26.710,2019-10-30 17:50:10.000,47.0,248.0,,,13.0,10.0,conda-forge/assertpy,,assertpy,,,279.0,124.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,124.0,39138.0,39400.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710,9969.0,3.0,,,,,,,,,,
188,flakehell,https://github.com/life4/flakehell,,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",linters,20,True,life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40.000,28.0,210.0,2021-01-11 18:40:32.000,0.9.0,28.0,15.0,,['flake8'],flakehell,4.0,,368.0,0.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000,0.0,11344.0,11347.0,,,,3.0,50.0,,,,,,,,,
189,xenon,https://github.com/rubik/xenon,,Monitoring tool based on radon.,code-metrics,20,True,rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2020-09-16 11:20:09.000,2020-09-16 11:20:01.000,15.0,177.0,2019-10-08 16:24:35.000,0.7.1,17.0,7.0,conda-forge/xenon,,xenon,6.0,23.0,100.0,237.0,175.0,https://pypi.org/project/xenon,2020-09-16 09:47:41.000,62.0,12443.0,12689.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883,9625.0,3.0,,,,,,,,,,
190,mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,,An MkDocs plugin to export content pages as PDF files.,documentation,20,True,zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2021-01-06 17:14:12.000,2020-07-23 01:35:13.000,26.0,163.0,2020-07-23 01:35:39.000,0.5.8,22.0,9.0,,['mkdocs'],mkdocs-pdf-export-plugin,29.0,41.0,68.0,109.0,105.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2020-07-23 01:35:04.000,4.0,3911.0,3911.0,,,,3.0,,,,,,,,,,
191,pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,,It helps to use fixtures in pytest.mark.parametrize.,testing,20,True,tvorog/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2020-02-01 18:49:47.818,2020-02-01 17:56:35.000,11.0,161.0,2019-11-20 10:54:24.000,0.6.3,12.0,7.0,conda-forge/pytest-lazy-fixture,['pytest'],pytest-lazy-fixture,12.0,19.0,92.0,274.0,243.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,31.0,42775.0,47595.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818,216913.0,3.0,,,,,,,,,,
192,add-trailing-comma,https://github.com/asottile/add-trailing-comma,,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,refactoring,20,True,asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2021-01-02 00:38:05.000,2021-01-02 00:37:37.000,11.0,159.0,2021-01-02 00:37:56.000,2.0.2,29.0,9.0,,,add-trailing-comma,,30.0,198.0,14.0,,https://pypi.org/project/add-trailing-comma,2021-01-02 00:37:56.000,14.0,2746.0,2746.0,,,,3.0,,,,,,,,,,
193,pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,,pytest plugin for manipulating test data directories and files.,testing,20,False,gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2020-11-22 23:34:25.000,2019-10-22 13:19:39.000,17.0,129.0,2019-10-22 13:04:22.000,1.3.1,9.0,7.0,conda-forge/pytest-datadir,['pytest'],pytest-datadir,3.0,11.0,71.0,333.0,281.0,https://pypi.org/project/pytest-datadir,2019-10-22 13:04:22.000,52.0,41807.0,42998.0,https://anaconda.org/conda-forge/pytest-datadir,2019-10-23 16:32:51.374,60774.0,3.0,,,,,,,,,,
194,mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,,An MkDocs plugin that simplifies configuring page titles and their order.,documentation,20,True,lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2020-12-22 01:59:58.000,2020-12-22 01:43:41.000,17.0,122.0,2020-12-22 02:04:30.000,2.5.0,16.0,2.0,,['mkdocs'],mkdocs-awesome-pages-plugin,2.0,30.0,53.0,303.0,258.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2020-12-22 01:59:58.000,45.0,8345.0,8345.0,,,,3.0,,,,1.0,,,,,,
195,eradicate,https://github.com/myint/eradicate,,Removes commented-out code from Python files.,refactoring,20,False,myint/eradicate,https://github.com/myint/eradicate,Saxpath,2012-12-23 04:39:48.000,2020-10-06 12:45:07.000,2020-10-01 09:23:01.000,18.0,111.0,2020-10-01 09:33:03.000,2.0.0,16.0,7.0,,,eradicate,4.0,13.0,164.0,156.0,,https://pypi.org/project/eradicate,2020-10-01 09:33:03.000,156.0,65011.0,65011.0,,,,3.0,,,,,,,,,,
196,flake8-black,https://github.com/peterjc/flake8-black,,flake8 plugin to run black for checking Python coding style.,linters,20,True,peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2020-07-25 16:32:38.063,2020-07-25 16:06:31.000,7.0,81.0,2020-07-25 16:07:56.000,0.2.1,9.0,4.0,conda-forge/flake8-black,['flake8'],flake8-black,4.0,13.0,85.0,570.0,552.0,https://pypi.org/project/flake8-black,2020-07-25 16:07:56.000,18.0,71969.0,75298.0,https://anaconda.org/conda-forge/flake8-black,2020-07-25 16:32:38.063,63264.0,3.0,,,,,,,,,,
197,flake8-bandit,https://github.com/tylerwince/flake8-bandit,,Automated security testing using bandit and flake8.,linters,20,True,tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2020-12-29 20:50:06.000,2020-08-29 05:51:08.000,13.0,57.0,2019-10-08 03:58:31.000,2.1.2,11.0,5.0,,['flake8'],flake8-bandit,3.0,7.0,44.0,132.0,,https://pypi.org/project/flake8-bandit,2019-10-08 03:58:31.000,132.0,66053.0,66053.0,,,,3.0,,,,,,,,,,
198,unify,https://github.com/myint/unify,,Modifies strings to all use the same quote where possible.,refactoring,20,False,myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2020-11-05 16:46:00.000,2019-08-07 13:44:00.000,10.0,53.0,2013-06-22 15:34:37.000,0.1.5,10.0,5.0,,,unify,6.0,3.0,69.0,208.0,193.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,15.0,13374.0,13374.0,,,,3.0,,,,,,,,,,
199,icecream,https://github.com/gruns/icecream,,Never use print() to debug again.,debugging,19,True,gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2020-11-17 20:56:21.000,2020-11-17 20:56:15.000,39.0,1996.0,2019-10-26 03:38:01.000,2.0.0,13.0,9.0,,,icecream,10.0,27.0,176.0,2.0,,https://pypi.org/project/icecream,2019-10-26 03:30:15.000,2.0,4489.0,4489.0,,,,3.0,,,,,,,,,,
200,PrettyErrors,https://github.com/onelivesleft/PrettyErrors,,Prettify Python exception output to make it legible.,logging,19,True,onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2021-01-05 04:22:45.000,2020-12-27 21:49:39.000,59.0,1828.0,2020-11-24 01:10:26.000,1.2.19,42.0,4.0,,,pretty_errors,1.0,24.0,119.0,0.0,,https://pypi.org/project/pretty_errors,2020-11-24 01:10:26.000,0.0,7591.0,7591.0,,,,3.0,,,,,,,,,,
201,Birdseye,https://github.com/alexmojaki/birdseye,,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,debugging,19,True,alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2020-08-25 21:49:38.000,2020-08-25 21:35:41.000,70.0,1365.0,2018-12-23 14:02:19.000,0.8.4,35.0,8.0,,,birdseye,19.0,26.0,380.0,33.0,33.0,https://pypi.org/project/birdseye,2020-08-25 21:49:38.000,,413.0,413.0,,,,3.0,,,,,,,,,,
202,wily,https://github.com/tonybaloney/wily,,"A Python application for tracking, reporting on timing and complexity in Python code.",code-metrics,19,True,tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2020-10-31 17:54:07.000,2020-10-01 23:10:22.000,36.0,638.0,2020-09-02 06:33:11.000,1.19.0,45.0,14.0,,,wily,28.0,47.0,686.0,8.0,,https://pypi.org/project/wily,2020-09-02 06:33:11.000,8.0,1793.0,1793.0,,,,3.0,,,,,,,,,,
203,snoop,https://github.com/alexmojaki/snoop,,"A powerful set of Python debugging tools, based on PySnooper.",debugging,19,True,alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2020-09-13 16:39:19.000,2020-09-13 16:39:10.000,18.0,456.0,2020-08-25 21:31:27.000,0.2.5,9.0,18.0,,,snoop,11.0,12.0,375.0,35.0,27.0,https://pypi.org/project/snoop,2020-08-25 21:31:27.000,8.0,7070.0,7070.0,,,,3.0,,,,,,,,,,
204,vex,https://github.com/sashahart/vex,,Run a command in the named virtualenv.,virtual-envs,19,False,sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2021-01-19 19:03:16.000,2019-05-10 19:18:48.000,23.0,370.0,2019-05-10 19:21:38.000,0.0.19,18.0,3.0,,,vex,2.0,38.0,200.0,35.0,19.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,16.0,465.0,465.0,,,,3.0,,,,,,,,,,
205,python-manhole,https://github.com/ionelmc/python-manhole,,Debugging manhole for python applications.,debugging,19,False,ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2019-12-10 10:02:01.000,2019-12-10 10:01:59.000,14.0,301.0,2019-01-20 11:58:25.000,1.6.0,20.0,9.0,,,manhole,6.0,14.0,459.0,129.0,63.0,https://pypi.org/project/manhole,2019-01-20 11:58:25.000,66.0,4681.0,4681.0,,,,3.0,,,,,,,,,,
206,constructor,https://github.com/conda/constructor,,tool for creating installers from conda packages.,packaging,19,True,conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2021-01-17 05:47:13.000,2020-12-01 19:46:08.000,113.0,285.0,2020-11-15 09:12:52.000,3.2.0,35.0,44.0,constructor,,,32.0,188.0,914.0,8.0,8.0,,,,,67.0,https://anaconda.org/anaconda/constructor,2020-08-22 09:13:31.665,3256.0,3.0,219.0,,,,,,,,,
207,pynt,https://github.com/rags/pynt,,A pynt of Python build.,build-tools,19,False,rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2020-04-13 11:49:33.000,2019-10-04 19:05:46.000,21.0,149.0,2018-06-24 06:23:48.000,0.8.2,7.0,9.0,,,pynt,5.0,13.0,128.0,87.0,67.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000,20.0,2653.0,2653.0,,,,3.0,,,,,,,,,,
208,pyflow,https://github.com/David-OConnor/pyflow,,An installation and dependency system for Python.,dependency-managers,18,True,David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2021-01-15 17:20:29.000,2020-12-14 19:18:13.000,27.0,653.0,2020-11-21 15:09:28.000,0.2.9,23.0,19.0,,,pyflow,39.0,39.0,270.0,,,https://pypi.org/project/pyflow,2020-11-21 15:18:30.000,,91.0,242.0,,,,3.0,2573.0,,,,,,,,,
209,pyheat,https://github.com/csurfer/pyheat,,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,profiling,18,False,csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2021-01-08 21:28:29.000,2018-12-06 03:53:03.000,27.0,491.0,2018-12-02 19:13:32.000,0.0.4,4.0,4.0,,,py-heat,2.0,8.0,51.0,30.0,26.0,https://pypi.org/project/py-heat,2018-12-06 03:20:43.000,4.0,233.0,233.0,,,,3.0,,,,,,,,,,
210,Fixit,https://github.com/Instagram/Fixit,,"Fixit is a Python Lint Framework based on LibCST. It comes with useful default lint rules for coding convention,..",linters,18,True,Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000,2021-01-12 15:22:56.000,2020-12-16 09:27:54.000,28.0,214.0,2020-12-11 01:56:10.000,0.1.3,5.0,21.0,,,fixit,19.0,19.0,146.0,2.0,2.0,https://pypi.org/project/fixit,2020-12-11 01:53:21.000,,393.0,393.0,,,,3.0,,,,,,,,,,
211,imhotep,https://github.com/justinabrahms/imhotep,,A static-analysis bot for Github.,linters,18,False,justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2021-01-05 10:45:01.000,2017-12-09 20:00:47.000,37.0,213.0,2016-09-18 21:57:32.000,1.1.0,9.0,15.0,,,imhotep,23.0,23.0,356.0,11.0,7.0,https://pypi.org/project/imhotep,2016-09-18 21:57:32.000,4.0,31.0,31.0,,,,3.0,,,,,,,,,,
212,blacken-docs,https://github.com/asottile/blacken-docs,,Run `black` on python code blocks in documentation files.,documentation,18,True,asottile/blacken-docs,https://github.com/asottile/blacken-docs,MIT,2018-06-03 02:48:01.000,2021-01-06 04:14:45.000,2021-01-05 16:03:40.000,15.0,148.0,2020-12-20 04:52:14.000,1.9.1,17.0,10.0,conda-forge/blacken-docs,,blacken-docs,2.0,19.0,117.0,22.0,,https://pypi.org/project/blacken-docs,2020-12-20 04:52:14.000,22.0,4806.0,6848.0,https://anaconda.org/conda-forge/blacken-docs,2020-12-20 06:19:44.385,12252.0,3.0,,,,,,,,,,
213,flake8-mypy,https://github.com/ambv/flake8-mypy,,A plugin for flake8 integrating Mypy.,linters,18,True,ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00.000,16.0,106.0,,,6.0,8.0,,['flake8'],flake8-mypy,19.0,3.0,50.0,652.0,620.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,32.0,17508.0,17508.0,,,,3.0,,,,,,,,,,
214,sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,,sphinx builder that outputs markdown files.,documentation,18,True,codejamninja/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2020-10-07 04:18:38.000,2020-10-07 04:18:32.000,26.0,92.0,2019-12-23 17:05:52.000,0.5.4,22.0,16.0,,['sphinx'],sphinx-markdown-builder,17.0,16.0,99.0,160.0,118.0,https://pypi.org/project/sphinx-markdown-builder,2019-12-23 17:05:52.000,42.0,5311.0,5311.0,,,,3.0,,clayrisser/sphinx-markdown-builder,,,,,,,,
215,pandas-vet,https://github.com/deppen8/pandas-vet,,A plugin for Flake8 that checks pandas code.,linters,18,True,deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2020-12-16 03:23:26.000,2020-12-16 03:23:19.000,13.0,90.0,2019-07-29 01:14:33.000,0.2.1,5.0,9.0,conda-forge/pandas-vet,['flake8'],pandas-vet,14.0,25.0,175.0,27.0,27.0,https://pypi.org/project/pandas-vet,2019-07-27 06:54:02.000,,2064.0,2328.0,https://anaconda.org/conda-forge/pandas-vet,2020-02-01 05:31:32.445,5535.0,3.0,31.0,,,,,,,,,
216,massedit,https://github.com/elmotec/massedit,,Programmatically edit text files with Python. Useful for source to source transformations.,refactoring,18,True,elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000,2020-12-23 02:17:37.000,2020-12-23 02:11:17.000,13.0,87.0,2020-12-23 02:19:02.000,0.69.1,14.0,6.0,,,massedit,3.0,5.0,178.0,10.0,,https://pypi.org/project/massedit,2020-12-23 01:49:47.000,10.0,995.0,995.0,,,,3.0,15.0,,,,,,,,,
217,mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,,MkDocs plugin for setting revision date from git per markdown file.,documentation,18,False,zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2020-10-16 02:02:54.000,2020-10-16 01:58:36.000,5.0,30.0,2020-10-16 02:02:42.000,0.3.1,8.0,6.0,,['mkdocs'],mkdocs-git-revision-date-plugin,1.0,9.0,24.0,147.0,129.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2020-10-16 02:02:18.000,18.0,2803.0,2803.0,,,,3.0,,,,,,,,,,
218,mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,,Generate a single PDF file from MkDocs repository.,documentation,18,False,orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2021-01-20 09:19:23.000,2021-01-11 05:41:48.000,7.0,29.0,2021-01-11 02:43:17.000,0.8.3,24.0,5.0,,['mkdocs'],mkdocs-with-pdf,9.0,26.0,158.0,10.0,10.0,https://pypi.org/project/mkdocs-with-pdf,2021-01-11 02:26:16.000,,669.0,669.0,,,,3.0,,,,,,,,,,
219,pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,virtual-envs,17,False,pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2020-08-08 20:55:38.000,2019-02-13 15:27:07.000,273.0,4062.0,2019-02-14 00:27:42.000,1.1.5,7.0,41.0,,,,103.0,170.0,463.0,,,,,,,,,,,3.0,,,,,,,,,,
