,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
209,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2022-04-18 07:11:37.000,2022-03-11 18:31:51,368.0,,40.0,22.0,53.0,72.0,1152.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,21,True,56.0,pyflow,,,42.0,41.0,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000,1.0,254.0,373.0,,,,3.0,4536.0,,,,,,,,,,,,,,,,,,,
210,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2022-03-11 23:29:09.000,2021-10-05 01:31:10,72.0,,39.0,17.0,30.0,45.0,255.0,2021-10-05 01:33:27.000,0.5.10,24.0,11.0,21,True,41.0,mkdocs-pdf-export-plugin,,['mkdocs'],280.0,276.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000,4.0,15313.0,15313.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
211,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2022-05-03 07:49:02.000,2022-02-24 16:06:18,113.0,,18.0,5.0,14.0,27.0,215.0,2021-09-03 15:34:36.000,0.8.0,21.0,9.0,21,True,6.0,xenon,conda-forge/xenon,,486.0,417.0,https://pypi.org/project/xenon,2022-02-24 08:21:17.000,69.0,102306.0,102594.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883,17318.0,3.0,,,,,,,,,,,,,,,,,,,,
212,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2022-08-05 12:40:27.000,2022-02-09 02:49:51,186.0,,16.0,6.0,70.0,30.0,141.0,2022-02-09 03:17:52.000,0.2.3,7.0,12.0,21,True,19.0,pandas-vet,conda-forge/pandas-vet,['flake8'],123.0,114.0,https://pypi.org/project/pandas-vet,2022-02-09 02:48:57.000,9.0,68158.0,68433.0,https://anaconda.org/conda-forge/pandas-vet,2022-02-10 13:58:38.706,11526.0,3.0,44.0,,,,,,,,,,,,,,,,,,,
213,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2022-10-02 15:04:02.000,2022-09-30 16:31:48,444.0,13.0,16.0,3.0,19.0,68.0,102.0,2022-09-24 17:22:03.337,0.22.2,45.0,11.0,21,True,21.0,griffe,conda-forge/griffe,,3.0,,https://pypi.org/project/griffe,2022-06-28 19:00:12.000,3.0,159813.0,166234.0,https://anaconda.org/conda-forge/griffe,2022-09-24 20:36:17.573,44949.0,3.0,,,,,,,,,,,,,,,,,,,,
214,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2022-08-18 12:26:38.000,2022-05-19 16:03:51,482.0,,336.0,77.0,121.0,201.0,5163.0,2019-02-14 00:27:42.000,1.1.5,7.0,49.0,20,True,128.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
215,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2022-05-18 12:08:29.000,2022-05-18 12:07:17,415.0,,74.0,41.0,48.0,33.0,1510.0,2021-11-11 16:04:25.000,0.9.3,39.0,10.0,20,True,20.0,birdseye,,,4.0,,https://pypi.org/project/birdseye,2022-05-18 12:08:29.000,4.0,1129.0,1129.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
216,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2021-11-13 17:38:32.433,2021-11-13 14:58:04,27.0,,117.0,29.0,4.0,4.0,1483.0,2021-11-13 14:58:19.000,0.2.2,4.0,3.0,20,True,4.0,heartrate,conda-forge/heartrate,,46.0,43.0,https://pypi.org/project/heartrate,2021-11-13 14:58:19.000,3.0,1174.0,1267.0,https://anaconda.org/conda-forge/heartrate,2021-11-13 17:38:32.433,1488.0,3.0,,,,,,,,,,,,,,,,,,,,
217,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2022-07-26 15:35:02.000,2021-06-13 07:59:39,244.0,,66.0,16.0,40.0,31.0,800.0,2021-06-13 08:00:00.000,1.7.0,28.0,16.0,20,False,28.0,portray,,,17.0,,https://pypi.org/project/portray,2021-06-13 08:00:00.000,17.0,9454.0,9454.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
218,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2022-10-05 08:59:10.000,2022-10-05 08:59:09,703.0,13.0,18.0,3.0,385.0,77.0,293.0,2022-03-27 17:47:46.000,0.32.0,48.0,15.0,20,True,43.0,nitpick,,['flake8'],4.0,,https://pypi.org/project/nitpick,2022-03-27 17:47:42.000,4.0,10222.0,10222.0,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,
219,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,sphinx builder that outputs markdown files.,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2022-08-22 11:56:10.000,2022-01-08 15:29:29,100.0,,32.0,7.0,24.0,16.0,138.0,2019-12-23 17:05:52.000,0.5.4,23.0,17.0,20,True,21.0,sphinx-markdown-builder,,['sphinx'],337.0,285.0,https://pypi.org/project/sphinx-markdown-builder,2022-01-08 15:31:25.000,52.0,24618.0,24618.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
220,flake8-simplify,MartinThoma/flake8-simplify,linters,A flake8 plugin that helps you to simplify code.,,https://github.com/MartinThoma/flake8-simplify,https://github.com/MartinThoma/flake8-simplify,MIT,2020-09-19 16:59:41.000,2022-09-26 18:20:17.000,2022-07-28 16:32:51,124.0,3.0,10.0,4.0,60.0,69.0,121.0,2022-07-28 16:34:01.302,0.19.3,36.0,9.0,20,True,26.0,flake8-simplify,conda-forge/flake8-simplify,,41.0,,https://pypi.org/project/flake8-simplify,2022-03-29 09:52:25.000,41.0,333759.0,334411.0,https://anaconda.org/conda-forge/flake8-simplify,2022-07-29 02:33:31.286,14358.0,3.0,,,,,,,,,,,,,,,,,,,,
221,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2022-09-24 16:28:14.000,2022-09-24 16:28:14,224.0,5.0,12.0,1.0,14.0,18.0,115.0,2022-08-09 19:17:19.574,0.13.0,15.0,14.0,20,True,26.0,dlint,conda-forge/dlint,,45.0,,https://pypi.org/project/dlint,2021-10-27 13:15:42.000,45.0,221030.0,221137.0,https://anaconda.org/conda-forge/dlint,2022-08-10 17:05:19.047,1185.0,3.0,,,,,,,,,,,,,,,,,,,,
222,dodgy,landscapeio/dodgy,security,Looks at Python code to search for things which look dodgy such as passwords or diffs.,,https://github.com/landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2021-08-29 14:44:21.000,2021-03-21 11:36:52,70.0,,19.0,5.0,14.0,3.0,109.0,2019-12-31 16:44:58.000,0.2.1,10.0,14.0,20,False,9.0,dodgy,conda-forge/dodgy,,2220.0,1937.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000,283.0,215097.0,215564.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579,34571.0,3.0,,,,,,,,,,,,,,,,,,,,
223,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2022-08-06 16:27:08.000,2022-08-06 16:25:18,96.0,2.0,50.0,40.0,21.0,25.0,1513.0,2020-12-02 20:41:20.000,20.12.2,3.0,37.0,19,True,8.0,xar,,,22.0,22.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,114.0,114.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
224,assertpy,ActivisionGameScience/assertpy,testing,Simple assertion library for unit testing in python with a fluent API.,,https://github.com/ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332,2020-07-19 15:23:26.710,2019-10-30 17:50:10,279.0,,57.0,1.0,,,379.0,,,13.0,10.0,19,False,,assertpy,conda-forge/assertpy,,99.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,99.0,365398.0,365682.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710,16773.0,3.0,,,,,,,,,,,,,,,,,,,,
225,vex,sashahart/vex,virtual-envs,Run a command in the named virtualenv.,,https://github.com/sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2021-10-30 20:12:27.000,2019-05-10 19:18:48,200.0,,25.0,14.0,24.0,40.0,373.0,2019-05-10 19:21:38.000,0.0.19,18.0,3.0,19,False,2.0,vex,,,36.0,26.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,10.0,1888.0,1888.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
226,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2022-04-13 09:53:07.670,2022-02-02 16:18:05,489.0,,20.0,9.0,44.0,15.0,332.0,2021-04-08 20:14:54.000,1.8.0,23.0,11.0,19,True,6.0,manhole,conda-forge/manhole,,153.0,115.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000,38.0,22243.0,22689.0,https://anaconda.org/conda-forge/manhole,2022-04-13 09:53:07.670,6704.0,3.0,,,,,,,,,,,,,,,,,,,,
227,flakehell,life4/flakehell,linters,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",,https://github.com/life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40,368.0,,34.0,4.0,68.0,,231.0,2021-01-11 18:40:32.000,0.9.0,28.0,16.0,19,False,4.0,flakehell,,['flake8'],12.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000,12.0,29011.0,29012.0,,,,3.0,57.0,,,,,,,,,,,,,,,,,,,
228,unimport,hakancelik96/unimport,refactoring,"A linter, formatter for finding and removing unused import statements.",,https://github.com/hakancelikdev/unimport,https://github.com/hakancelikdev/unimport,MIT,2019-09-08 09:49:24.000,2022-10-01 21:04:33.000,2022-10-01 21:03:54,455.0,36.0,15.0,3.0,155.0,82.0,174.0,2022-09-21 20:25:14.191,0.12.1,44.0,12.0,19,True,6.0,unimport,,,,,https://pypi.org/project/unimport,2022-01-29 20:05:35.000,,7468.0,7468.0,,,,3.0,,,,,,,,,,,,,,,,,,,hakancelikdev/unimport,
229,flake8-mypy,ambv/flake8-mypy,linters,A plugin for flake8 integrating Mypy.,,https://github.com/ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00,50.0,,15.0,4.0,13.0,3.0,103.0,2017-08-31 23:17:01.000,17.8.0,6.0,8.0,19,False,19.0,flake8-mypy,,['flake8'],1047.0,937.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,110.0,43215.0,43215.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
230,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2022-09-30 16:54:53.000,2022-09-30 16:54:52,589.0,13.0,11.0,5.0,13.0,40.0,76.0,2022-07-06 00:51:57.000,8.8.1,30.0,13.0,19,True,3.0,pip-run,,,3.0,,https://pypi.org/project/pip-run,2022-07-06 00:51:42.000,3.0,5415.0,5415.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
231,unify,myint/unify,refactoring,Modifies strings to all use the same quote where possible.,,https://github.com/myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2022-07-04 21:06:04.000,2019-08-07 13:44:00,69.0,,14.0,7.0,10.0,3.0,75.0,2013-06-22 15:34:37.000,0.1.5,10.0,5.0,19,False,10.0,unify,conda-forge/unify,,644.0,608.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,36.0,92216.0,92262.0,https://anaconda.org/conda-forge/unify,2021-06-29 19:32:02.475,751.0,3.0,,,,,,,,,,,,,,,,,,,,
232,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2022-03-30 17:22:48.000,2022-03-07 18:48:36,240.0,,34.0,2.0,45.0,79.0,47.0,2022-03-07 18:48:43.000,0.16.1,26.0,23.0,19,False,18.0,pytkdocs,conda-forge/pytkdocs,,8.0,,https://pypi.org/project/pytkdocs,2022-03-07 18:48:43.000,8.0,123390.0,125793.0,https://anaconda.org/conda-forge/pytkdocs,2022-03-08 15:08:30.099,57692.0,3.0,,,,,,,,,,,,,,,,,,,,
233,fake2db,emirozer/fake2db,testing,create custom test databases that are populated with fake data.,,https://github.com/emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2021-12-15 15:44:18.935,2019-11-25 09:19:00,242.0,,120.0,67.0,29.0,15.0,2143.0,2021-12-15 15:44:45.608,0.1.0,23.0,18.0,18,False,7.0,fake2db,,,22.0,21.0,https://pypi.org/project/fake2db,2018-02-09 15:43:23.000,1.0,303.0,303.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
234,pyheat,csurfer/pyheat,profiling,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,,https://github.com/csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2021-09-18 20:16:24.000,2021-09-18 20:16:24,55.0,,41.0,13.0,6.0,9.0,728.0,2018-12-06 03:59:34.000,0.0.6,6.0,5.0,18,False,5.0,py-heat,,,48.0,42.0,https://pypi.org/project/py-heat,2018-12-06 03:59:34.000,6.0,2931.0,2931.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
235,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2022-09-10 22:31:15.000,2022-08-01 12:13:33,109.0,11.0,30.0,8.0,70.0,37.0,593.0,2022-07-26 15:56:59.000,0.9.0,13.0,8.0,18,True,7.0,python-devtools,conda-forge/python-devtools,,1.0,,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000,1.0,511.0,931.0,https://anaconda.org/conda-forge/python-devtools,2022-07-27 12:18:48.796,7562.0,3.0,,,,,,,,,,,,,,,,,,,,
236,pynt,rags/pynt,build-tools,A pynt of Python build.,,https://github.com/rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2022-05-13 18:18:48.000,2019-10-04 19:05:46,128.0,,18.0,11.0,10.0,13.0,150.0,2018-06-24 06:23:48.000,0.8.2,7.0,9.0,18,False,5.0,pynt,,,110.0,82.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000,28.0,16408.0,16408.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
237,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2022-05-19 03:25:57.000,2022-05-19 03:25:57,154.0,,23.0,5.0,23.0,12.0,103.0,2021-07-27 09:00:22.000,0.4.8,18.0,9.0,18,True,5.0,lazydocs,,,109.0,90.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,19.0,4325.0,4325.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
238,pyformat,myint/pyformat,formatters,Formats Python code to follow a consistent style.,,https://github.com/myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000,2021-10-29 14:54:42.000,2019-05-24 17:17:56,199.0,,7.0,7.0,6.0,3.0,90.0,2014-09-07 13:57:37.000,0.5.7,23.0,3.0,18,False,3.0,pyformat,,,203.0,178.0,https://pypi.org/project/pyformat,2017-01-04 02:31:11.000,25.0,23361.0,23361.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
239,pylint-flask,jschaf/pylint-flask,linters,A Pylint plugin to analyze Flask applications.,,https://github.com/jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2022-07-19 20:45:56.000,2022-07-19 20:45:38,40.0,1.0,9.0,4.0,8.0,6.0,62.0,,,5.0,7.0,18,True,5.0,pylint-flask,conda-forge/pylint-flask,['pylint'],6913.0,6558.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000,355.0,304131.0,304982.0,https://anaconda.org/conda-forge/pylint-flask,2019-02-02 18:28:49.934,63045.0,3.0,,,,,,,,,,,,,,,,,,,,
240,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2022-06-01 11:12:08.000,2022-06-01 11:07:38,215.0,,9.0,3.0,5.0,67.0,49.0,2022-06-01 11:12:02.000,2.3.4,39.0,2.0,18,False,2.0,mkdocs-print-site-plugin,,['mkdocs'],110.0,107.0,https://pypi.org/project/mkdocs-print-site-plugin,2022-06-01 11:12:02.000,3.0,5092.0,5092.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
241,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2022-03-08 14:43:42.000,2022-03-08 14:42:57,26.0,,6.0,4.0,8.0,9.0,44.0,2022-03-08 14:43:59.000,0.3.2,9.0,7.0,18,False,3.0,mkdocs-git-revision-date-plugin,,['mkdocs'],752.0,729.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2022-03-08 14:42:31.000,23.0,34282.0,34282.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
242,reloadium,reloadware/reloadium,debugging,Advanced Hot Reloading & Profiling for Python.,,https://github.com/reloadware/reloadium,https://github.com/reloadware/reloadium,Apache-2.0,2022-01-15 03:01:41.000,2022-10-06 14:42:51.000,2022-09-05 15:48:11,33.0,6.0,15.0,25.0,10.0,20.0,1431.0,2022-08-09 07:09:01.935,0.9.1,27.0,2.0,17,True,9.0,reloadium,,,,,https://pypi.org/project/reloadium,2022-06-15 13:58:40.000,,2221.0,2221.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
243,bellybutton,hchasestevens/bellybutton,linters,Custom Python linting through AST expressions.,,https://github.com/hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000,2022-09-20 12:04:08.000,2021-07-15 00:42:02,33.0,,13.0,4.0,21.0,6.0,245.0,2020-11-27 21:20:22.000,0.3.1,11.0,5.0,17,False,8.0,bellybutton,,,26.0,25.0,https://pypi.org/project/bellybutton,2020-11-27 21:20:22.000,1.0,3337.0,3337.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
244,imhotep,justinabrahms/imhotep,linters,A static-analysis bot for Github.,,https://github.com/justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2022-04-12 18:58:29.000,2022-04-12 18:50:47,399.0,,36.0,7.0,67.0,26.0,220.0,2022-02-20 06:09:19.000,2.0.0,10.0,17.0,17,True,20.0,imhotep,,,16.0,11.0,https://pypi.org/project/imhotep,2022-02-20 06:09:19.000,5.0,118.0,118.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
245,retype,ambv/retype,refactoring,Re-apply type annotations from .pyi stubs to your codebase.,,https://github.com/ambv/retype,https://github.com/ambv/retype,MIT,2017-03-11 07:54:58.000,2022-08-15 09:53:04.970,2022-08-14 07:12:06,109.0,3.0,17.0,4.0,28.0,15.0,129.0,2022-08-14 07:10:00.969,22.8.0,12.0,9.0,17,True,,retype,conda-forge/retype,,18.0,,https://pypi.org/project/retype,2021-12-29 00:30:49.000,18.0,1525.0,1859.0,https://anaconda.org/conda-forge/retype,2022-08-15 09:53:04.970,19038.0,3.0,,,,,,,,,,,,,,,,,,,,
246,autoimport,lyz-code/autoimport,formatters,Autoimport automatically fixes wrong import statements.,,https://github.com/lyz-code/autoimport,https://github.com/lyz-code/autoimport,GPL-3.0,2020-10-16 22:43:09.000,2022-09-16 18:38:34.000,2022-09-16 18:37:41,499.0,13.0,18.0,2.0,191.0,24.0,53.0,2022-02-16 17:35:44.000,1.2.2,35.0,12.0,17,True,8.0,autoimport,,,3.0,,https://pypi.org/project/autoimport,2022-02-16 17:35:44.000,3.0,8514.0,8514.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
247,mkdocs-versioning,zayd62/mkdocs-versioning,documentation,A tool that allows for versioning sites built with mkdocs.,,https://github.com/zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000,2021-08-01 15:51:53.000,2021-08-01 15:51:53,133.0,,6.0,3.0,39.0,22.0,38.0,2021-02-11 10:24:35.000,0.4.0,6.0,5.0,17,False,3.0,mkdocs-versioning,,['mkdocs'],45.0,45.0,https://pypi.org/project/mkdocs-versioning,2021-02-11 10:24:35.000,,4081.0,4081.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
248,tbvaccine,skorokithakis/tbvaccine,logging,A small utility to pretty-print Python tracebacks.,,https://github.com/skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000,2020-03-01 19:24:46.000,2020-03-01 19:24:44,80.0,,12.0,4.0,18.0,13.0,365.0,2018-12-14 18:07:29.000,0.3.1,12.0,12.0,16,False,7.0,tbvaccine,,,10.0,10.0,https://pypi.org/project/tbvaccine,2018-12-14 18:07:29.000,,2092.0,2092.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
249,pytest-play,pytest-dev/pytest-play,testing,pytest plugin that let you automate actions and assertions with test metrics reporting executing plain YAML files.,,https://github.com/pytest-dev/pytest-play,https://github.com/pytest-dev/pytest-play,Apache-2.0,2017-12-14 09:08:26.000,2019-08-20 15:57:27.000,2019-06-12 11:57:28,382.0,,4.0,8.0,62.0,24.0,65.0,2019-06-12 11:59:29.000,2.3.1,23.0,3.0,16,False,5.0,pytest-play,,['pytest'],31.0,21.0,https://pypi.org/project/pytest-play,2019-06-12 11:59:29.000,10.0,187.0,187.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
250,pyenv-installer,pyenv/pyenv-installer,virtual-envs,This tool is used to install `pyenv` and friends.,,https://github.com/pyenv/pyenv-installer,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000,2022-05-01 02:04:07.000,2022-05-01 02:04:07,140.0,,355.0,74.0,53.0,66.0,3395.0,,,,35.0,15,True,7.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
251,dh-virtualenv,spotify/dh-virtualenv,virtual-envs,Python virtualenvs in Debian packages.,,https://github.com/spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000,2022-07-15 11:09:21.000,2022-07-15 11:09:21,419.0,2.0,170.0,44.0,151.0,171.0,1541.0,,,,59.0,15,True,26.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
252,pycycle,bndr/pycycle,linters,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,,https://github.com/bndr/pycycle,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000,2022-01-15 20:44:01.000,2017-02-13 18:07:04,26.0,,18.0,5.0,6.0,2.0,307.0,2017-02-13 18:07:58.000,0.0.8,8.0,2.0,15,False,14.0,pycycle,,,69.0,62.0,https://pypi.org/project/pycycle,2017-02-13 18:07:58.000,7.0,3806.0,3806.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
253,com2ann,ilevkivskyi/com2ann,refactoring,Tool for translation type comments to type annotations in Python.,,https://github.com/ilevkivskyi/com2ann,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000,2022-07-19 17:05:39.000,2022-07-19 17:05:39,38.0,3.0,10.0,5.0,28.0,18.0,121.0,2021-08-21 09:01:26.000,0.3.0,3.0,5.0,15,True,7.0,com2ann,,,22.0,21.0,https://pypi.org/project/com2ann,2021-08-21 09:01:26.000,1.0,5144.0,5144.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
254,pep8ify,spulec/pep8ify,refactoring,A library that modifies python source code to conform to pep8.,,https://github.com/spulec/pep8ify,https://github.com/spulec/pep8ify,Apache-2.0,2012-06-03 03:31:33.000,2019-03-08 03:06:14.000,2014-10-24 20:36:38,154.0,,12.0,5.0,7.0,12.0,117.0,2014-10-24 20:36:57.000,0.0.13,13.0,6.0,15,False,6.0,pep8ify,,,57.0,38.0,https://pypi.org/project/pep8ify,2014-10-24 20:36:57.000,19.0,62.0,62.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
