,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
42,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-10-16 16:49:29.444,2023-06-07 11:16:23,408.0,,1109.0,185.0,157.0,455.0,227.0,8934.0,2023-05-24 20:13:07.561,0.9.54,51.0,52.0,36,True,,pyautogui,conda-forge/pyautogui,,29770.0,28935.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,835.0,693276.0,699038.0,https://anaconda.org/conda-forge/pyautogui,2023-10-16 16:49:29.444,213221.0,1.0,,,,,,,,,,,,,,,,,,,
43,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-11-20 17:22:38.000,2023-11-10 18:12:39,1325.0,6.0,548.0,67.0,404.0,195.0,459.0,5619.0,2023-03-10 01:08:04.773,1.7.5,36.0,173.0,36,True,,bandit,conda-forge/bandit,,47448.0,45613.0,https://pypi.org/project/bandit,2023-03-10 01:08:04.773,1835.0,3263227.0,3270690.0,https://anaconda.org/conda-forge/bandit,2023-09-25 08:07:42.894,275748.0,1.0,755.0,,,,,,,,,,,,,,,,,,
44,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-11-29 04:38:54.000,2023-11-29 04:38:42,2517.0,96.0,268.0,31.0,846.0,42.0,1299.0,5617.0,2023-11-24 01:43:38.000,2.10.4,181.0,153.0,36,True,,pdm,conda-forge/pdm,,244.0,195.0,https://pypi.org/project/pdm,2023-11-24 01:43:31.000,49.0,599944.0,608212.0,https://anaconda.org/conda-forge/pdm,2023-11-24 04:17:42.010,214981.0,2.0,4.0,,,,,,,,,,,,,,,,,,
45,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-11-29 00:16:59.000,2023-11-07 04:03:47,24279.0,250.0,1640.0,199.0,5620.0,698.0,850.0,5107.0,2023-09-03 09:48:42.000,3.9.2,125.0,851.0,36,True,,buildbot,conda-forge/buildbot,,791.0,334.0,https://pypi.org/project/buildbot,2023-09-03 09:48:42.000,457.0,22473.0,25143.0,https://anaconda.org/conda-forge/buildbot,2023-09-03 11:43:28.850,90538.0,2.0,36056.0,,,,,,,,,,,,,,,,,,
46,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-11-18 05:16:17.000,2023-11-05 15:14:29,3212.0,60.0,198.0,28.0,359.0,83.0,235.0,1731.0,2023-11-05 15:13:29.000,1.11.0,92.0,79.0,36,True,,rope,conda-forge/rope,,72214.0,70572.0,https://pypi.org/project/rope,2023-11-05 15:13:29.000,1642.0,783891.0,820514.0,https://anaconda.org/conda-forge/rope,2023-11-09 10:24:24.435,1355062.0,1.0,,,,,,,,,,,,,,,,,,,
47,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-11-28 23:51:46.000,2023-05-24 18:28:10,920.0,,209.0,41.0,242.0,147.0,239.0,1579.0,2023-05-24 18:44:54.000,4.1.0,45.0,86.0,36,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],322254.0,287011.0,https://pypi.org/project/pytest-cov,2023-05-24 18:44:54.000,35243.0,36088552.0,36197045.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,9981397.0,1.0,,,,,,,,,,,,,,,,,,,
48,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-11-29 09:27:17.000,2023-11-24 13:51:17,1093.0,13.0,300.0,38.0,540.0,50.0,427.0,1483.0,2022-12-01 01:51:31.000,4.0.2,52.0,117.0,36,True,,twine,conda-forge/twine,,113341.0,97647.0,https://pypi.org/project/twine,2022-12-01 01:49:17.129,15694.0,3828768.0,3839064.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,895777.0,2.0,,1.0,,,,,,,,,,,,,,,,,
49,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-11-27 21:21:27.000,2023-11-27 21:21:26,1136.0,28.0,215.0,49.0,392.0,229.0,341.0,1262.0,2023-11-21 15:21:18.000,3.5.0,67.0,93.0,36,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],5437.0,,https://pypi.org/project/pytest-xdist,2023-11-21 15:21:13.000,5437.0,14775103.0,14912818.0,https://anaconda.org/conda-forge/pytest-xdist,2023-11-21 18:58:37.015,5508582.0,1.0,1.0,,,,,,,,,,,,,,,,,,
50,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-11-29 20:39:14.000,2023-11-29 20:39:14,3215.0,59.0,2845.0,383.0,1009.0,39.0,1632.0,34317.0,2023-11-27 12:54:49.000,2.3.33,89.0,433.0,35,True,,pyenv,,,22.0,21.0,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,13373.0,13373.0,,,,2.0,,,,,,,,,,,,,,,,,,,
51,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-11-30 10:03:32.000,2023-11-11 09:21:47,5237.0,77.0,1397.0,502.0,771.0,215.0,1502.0,23892.0,2023-05-18 15:52:21.000,3.4.0.2,96.0,177.0,35,True,,glances,conda-forge/glances,,809.0,758.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,51.0,161467.0,163761.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,209698.0,1.0,1556.0,,,,,,,,,,,,,,,,,,
52,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-11-30 14:07:16.000,2023-11-30 14:03:25,15033.0,361.0,461.0,110.0,396.0,142.0,258.0,6560.0,2023-10-19 15:20:03.000,0.9.19,77.0,252.0,35,True,,pyre-check,,,74.0,21.0,https://pypi.org/project/pyre-check,2023-10-19 15:20:03.000,53.0,73839.0,73839.0,,,,3.0,,,,,,,,,,,,,,,,,,,
53,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-11-05 09:05:39.000,2023-09-23 23:30:57,3698.0,2.0,380.0,93.0,246.0,387.0,402.0,4127.0,2023-07-12 18:05:35.085,2.2.0,65.0,60.0,35,True,,invoke,conda-forge/invoke,,26178.0,23378.0,https://pypi.org/project/invoke,2023-07-12 18:05:35.085,2800.0,7104318.0,7132206.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,948204.0,2.0,,,,,,,,,,,,,,,,,,,
54,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-11-30 07:51:47.000,2023-11-30 07:51:44,2320.0,58.0,375.0,29.0,1718.0,111.0,962.0,2329.0,2023-05-31 14:30:27.000,0.18.0,56.0,183.0,35,True,,wemake-python-styleguide,,,15750.0,15703.0,https://pypi.org/project/wemake-python-styleguide,2020-01-19 11:56:48.000,47.0,150565.0,150565.0,,,,2.0,,,,,,,,,,,,,,,,,,,
55,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2023-11-29 22:00:45.000,2023-11-29 22:00:44,8898.0,101.0,286.0,62.0,1041.0,658.0,2742.0,1837.0,2023-11-20 02:03:13.000,4.6.0,33.0,155.0,35,True,,scons,conda-forge/scons,,62.0,,https://pypi.org/project/scons,2023-11-20 01:40:35.000,62.0,368836.0,382098.0,https://anaconda.org/conda-forge/scons,2023-11-25 16:42:53.405,516260.0,2.0,1426.0,,,,,,,,,,,,,,,,,,
56,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-11-29 18:34:54.000,2023-11-29 18:34:53,579.0,23.0,97.0,22.0,114.0,18.0,277.0,1345.0,2023-09-11 07:31:39.000,4.1.5,66.0,33.0,35,True,,typeguard,conda-forge/typeguard,,20981.0,19368.0,https://pypi.org/project/typeguard,2023-09-11 07:31:39.000,1613.0,10507980.0,10519138.0,https://anaconda.org/conda-forge/typeguard,2023-10-24 19:46:37.353,457510.0,3.0,,,,,,,,,,,,,,,,,,,
57,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-11-27 19:11:38.000,2023-11-27 19:11:38,1661.0,126.0,207.0,26.0,447.0,89.0,447.0,779.0,2023-10-02 15:14:31.000,8.0.4,85.0,130.0,35,True,,setuptools_scm,conda-forge/setuptools_scm,,778.0,,https://pypi.org/project/setuptools_scm,2023-10-02 15:14:31.000,778.0,26852841.0,26901519.0,https://anaconda.org/conda-forge/setuptools_scm,2023-10-04 14:19:42.239,2044494.0,2.0,,,,,,,,,,,,,,,,,,,
58,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MIT,2015-04-14 19:22:42.000,2023-11-23 18:39:24.921,2023-11-07 15:33:42,507.0,17.0,257.0,24.0,368.0,144.0,241.0,631.0,2023-11-07 16:58:34.000,4.1.1,58.0,54.0,35,True,,pytest-html,conda-forge/pytest-html,['pytest'],42113.0,41307.0,https://pypi.org/project/pytest-html,2023-11-07 15:44:27.000,806.0,4472423.0,4486184.0,https://anaconda.org/conda-forge/pytest-html,2023-11-23 18:39:24.921,495403.0,2.0,,,,,,,,,,,,,,,,,,,
59,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-11-30 03:09:48.000,2023-11-30 03:06:51,692.0,32.0,824.0,125.0,783.0,35.0,1133.0,9714.0,2023-11-21 21:06:57.000,1.40.0,105.0,33.0,34,True,,playwright,,,413.0,21.0,https://pypi.org/project/playwright,2023-11-21 21:06:57.000,392.0,1974328.0,1974328.0,,,,2.0,,,,,,,,,,,,,,,,,,,
60,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-11-29 01:54:41.000,2023-11-29 01:54:41,4321.0,98.0,245.0,43.0,41.0,9.0,1335.0,2616.0,2023-11-25 05:40:24.000,8.4.4,334.0,32.0,34,False,,pyarmor,,,1054.0,1025.0,https://pypi.org/project/pyarmor,2023-11-25 05:40:07.000,29.0,150016.0,150016.0,,,,2.0,,,,,,,,,,,,,,,,,,,
61,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-11-29 00:06:20.000,2023-10-18 06:21:56,1396.0,12.0,174.0,35.0,277.0,58.0,312.0,1873.0,2023-10-18 06:23:27.000,1.10.3,125.0,90.0,34,True,landscapeio/prospector,prospector,conda-forge/prospector,,5356.0,4652.0,https://pypi.org/project/prospector,2023-10-18 06:23:27.000,704.0,769054.0,771702.0,https://anaconda.org/conda-forge/prospector,2023-10-19 14:14:48.980,95334.0,1.0,,,,,,,,,,,,,,,,,,,
62,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-11-28 17:17:06.000,2023-11-28 17:17:06,587.0,22.0,133.0,36.0,248.0,12.0,137.0,1685.0,2023-10-19 16:26:09.000,3.12.0,61.0,67.0,34,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],76556.0,71178.0,https://pypi.org/project/pytest-mock,2023-10-19 16:25:55.000,5378.0,14463659.0,14522370.0,https://anaconda.org/conda-forge/pytest-mock,2023-10-19 18:22:47.849,2407184.0,2.0,14.0,,,,,,,,,,,,,,,,,,
63,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2023-11-29 13:00:39.000,2023-11-29 13:00:36,1341.0,38.0,162.0,35.0,187.0,47.0,136.0,1451.0,2023-11-10 23:35:23.000,1.7.0.post0,45.0,79.0,34,True,,logbook,conda-forge/logbook,,6370.0,5177.0,https://pypi.org/project/logbook,2023-11-10 23:32:34.000,1193.0,3781715.0,3785666.0,https://anaconda.org/conda-forge/logbook,2023-11-11 10:50:13.350,161873.0,2.0,333.0,,,,,,,,,,,,,,,,,,
64,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2023-11-06 17:25:08.000,2016-03-04 01:16:26,1004.0,,387.0,48.0,262.0,452.0,465.0,1358.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,34,False,,nose,conda-forge/nose,,192865.0,148098.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44767.0,4843608.0,4876895.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,2995878.0,2.0,,,,,,,,,,,,,,,,,,,
65,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-11-29 18:48:16.000,2023-11-27 06:41:46,570.0,102.0,127.0,37.0,418.0,33.0,237.0,1235.0,2023-10-31 07:26:43.000,0.22.0,41.0,42.0,34,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1569.0,,https://pypi.org/project/pytest-asyncio,2023-11-27 06:49:36.000,1569.0,8870001.0,8913749.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-10-31 14:09:09.565,1837160.0,2.0,155.0,,,,,,,,,,,,,,,,,,
66,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2023-11-27 16:52:55.000,2023-11-07 00:47:50,1126.0,10.0,137.0,23.0,320.0,51.0,217.0,763.0,2023-10-04 23:07:52.000,0.14.0,30.0,77.0,34,True,,nose2,conda-forge/nose2,,25318.0,24192.0,https://pypi.org/project/nose2,2023-10-04 23:07:52.000,1126.0,652021.0,653883.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,122942.0,2.0,,,,,,,,,,,,,,,,,,,
67,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2023-11-24 00:39:26.000,2023-11-24 00:39:24,10113.0,16.0,5372.0,1090.0,364.0,63.0,5016.0,29105.0,2023-11-12 19:04:00.000,1.7.11,97.0,130.0,33,True,,sqlmap,,,30.0,21.0,https://pypi.org/project/sqlmap,2023-11-12 19:04:00.000,9.0,10803.0,10803.0,,,,2.0,,,,,,,,,,,,,,,,,,,
68,memray,bloomberg/memray,profiling,The endgame Python memory profiler.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-11-30 00:01:56.000,2023-11-28 14:31:32,1122.0,55.0,362.0,58.0,311.0,17.0,124.0,11478.0,2023-10-05 16:24:07.000,1.10.0,18.0,41.0,33,True,,memray,conda-forge/memray,,260.0,249.0,https://pypi.org/project/memray,2023-10-05 16:24:07.000,11.0,321168.0,325528.0,https://anaconda.org/conda-forge/memray,2023-10-05 21:58:12.929,82844.0,2.0,,,,,,,,,,,,,,,,,,,
69,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-11-23 08:31:46.000,2023-11-17 21:22:52,485.0,10.0,376.0,111.0,311.0,137.0,191.0,11190.0,2022-09-07 22:01:08.223,0.3.14,38.0,37.0,33,True,,py-spy,conda-forge/py-spy,,3337.0,3291.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,45.0,2265933.0,2276632.3333333335,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,497549.0,2.0,14516.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,266.3333333333333,408415.0,
70,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-11-29 18:17:29.000,2023-11-15 14:57:39,591.0,11.0,327.0,75.0,482.0,146.0,483.0,7314.0,2023-10-23 10:48:58.000,1.2.1,53.0,107.0,33,True,,pipx,conda-forge/pipx,,1626.0,1610.0,https://pypi.org/project/pipx,2023-10-23 10:48:58.000,16.0,2615597.0,2617703.0,https://anaconda.org/conda-forge/pipx,2023-10-23 20:34:38.730,39387.0,3.0,20129.0,,,,,,,,,,,,,,,,,,
71,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-11-30 02:49:13.000,2023-11-30 02:49:10,6385.0,207.0,280.0,57.0,879.0,139.0,520.0,4410.0,2023-11-30 00:27:52.000,2023.11.29,191.0,100.0,33,True,,pytype,conda-forge/pytype,,149.0,,https://pypi.org/project/pytype,2023-11-30 00:27:52.000,149.0,367732.0,372134.0,https://anaconda.org/conda-forge/pytype,2023-09-12 03:57:47.405,180485.0,3.0,,,,,,,,,,,,,,,,,,,
72,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-11-24 10:22:46.000,2023-11-12 00:14:56,2555.0,26.0,313.0,62.0,1081.0,11.0,319.0,4116.0,2023-08-19 20:41:39.000,11.1.0,51.0,117.0,33,True,,mimesis,conda-forge/mimesis,,1627.0,1557.0,https://pypi.org/project/mimesis,2023-08-19 20:41:39.000,70.0,160962.0,165124.0,https://anaconda.org/conda-forge/mimesis,2023-08-19 22:03:10.196,166246.0,2.0,520.0,,,,,,,,,,,,,,,,,,
73,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-11-27 22:54:23.000,2023-11-27 22:54:22,1152.0,47.0,167.0,34.0,510.0,15.0,394.0,2937.0,2023-10-07 18:35:56.000,3.15.0,166.0,35.0,33,True,,pyupgrade,conda-forge/pyupgrade,,172.0,,https://pypi.org/project/pyupgrade,2023-10-07 18:35:56.000,172.0,467756.0,482144.0,https://anaconda.org/conda-forge/pyupgrade,2023-10-07 20:00:06.902,604299.0,2.0,,,,,,,,,,,,,,,,,,,
74,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-11-12 21:48:38.000,2023-10-16 17:39:16,1230.0,25.0,221.0,49.0,275.0,160.0,173.0,2787.0,2023-10-06 19:01:05.000,2023.1,77.0,93.0,33,True,,pudb,conda-forge/pudb,,6343.0,5583.0,https://pypi.org/project/pudb,2023-10-06 19:00:38.000,760.0,248850.0,251628.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,244490.0,1.0,,,,,,,,,,,,,,,,,,,
75,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-11-18 22:45:00.000,2023-04-30 10:08:19,610.0,,141.0,20.0,95.0,83.0,133.0,1833.0,2022-10-06 17:23:25.701,0.9.0,27.0,84.0,33,True,,tabulate,conda-forge/tabulate,,158845.0,150588.0,https://pypi.org/project/tabulate,2022-10-06 17:23:25.701,8257.0,49755705.0,49823448.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,6096935.0,2.0,,,,,,,,,,,,,,,,,,,
76,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-10-09 11:59:37.000,2023-02-28 17:40:55,262.0,,215.0,27.0,86.0,12.0,89.0,1587.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,75625.0,74773.0,https://pypi.org/project/python-json-logger,2023-02-21 17:40:52.893,852.0,20687545.0,20771843.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,6659620.0,2.0,,,,,,,,,,,,,,,,,,,
77,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-11-15 23:13:26.000,2023-11-14 06:56:02,1084.0,29.0,207.0,58.0,335.0,142.0,202.0,1229.0,2023-10-10 20:02:40.000,7.0.0,96.0,59.0,33,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3387.0,3201.0,https://pypi.org/project/pytest-bdd,2023-10-10 20:02:40.000,186.0,783366.0,792645.0,https://anaconda.org/conda-forge/pytest-bdd,2023-10-10 21:40:59.858,55679.0,2.0,,,,,,,,,,,,,,,,,,,
78,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-11-03 22:28:46.000,2023-11-03 22:28:45,746.0,3.0,187.0,19.0,318.0,121.0,225.0,1106.0,2023-01-17 20:31:11.783,6.3.0,23.0,92.0,33,True,,pydocstyle,conda-forge/pydocstyle,,63424.0,60630.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,2794.0,3915316.0,3934601.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1697164.0,2.0,69.0,,,,,,,,,,,,,,,,,,
79,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-11-16 14:02:24.000,2023-09-11 04:46:13,2341.0,64.0,168.0,22.0,794.0,141.0,426.0,808.0,2023-09-11 14:23:39.000,0.6.1,20.0,76.0,33,True,,asv,conda-forge/asv,,1109.0,1024.0,https://pypi.org/project/asv,2023-09-11 05:46:09.000,85.0,88163.0,106157.0,https://anaconda.org/conda-forge/asv,2023-10-03 19:44:19.217,755735.0,2.0,160.0,,,,,,,,,,,,,,,,,,
80,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,,96.0,22.0,107.0,10.0,104.0,564.0,2021-11-30 21:07:01.473,0.8.3,26.0,46.0,33,True,,parso,conda-forge/parso,,375763.0,369735.0,https://pypi.org/project/parso,2021-11-30 21:07:01.473,6028.0,21979832.0,22217369.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,16865130.0,2.0,,,,,,,,,,,,,,,,,,,
81,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-07-27 14:52:53.379,2023-07-15 15:04:46,313.0,,946.0,235.0,117.0,26.0,105.0,16112.0,2023-07-15 15:06:01.470,1.2.0,59.0,27.0,32,True,,pysnooper,conda-forge/pysnooper,,1674.0,1621.0,https://pypi.org/project/pysnooper,2023-07-15 15:06:01.470,53.0,550698.0,552584.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,71679.0,1.0,,,,,,,,,,,,,,,,,,,
82,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-11-26 23:13:07.000,2023-11-26 23:13:05,3073.0,49.0,339.0,86.0,266.0,151.0,260.0,10364.0,2023-09-15 20:38:44.000,1.5.31.1,154.0,44.0,32,True,,scalene,,,561.0,556.0,https://pypi.org/project/scalene,2023-09-15 20:40:10.000,5.0,23447.0,23447.0,,,,2.0,,,,,,,,,,,,,,,,,,,
