,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
163,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2023-02-13 14:38:38.000,2023-02-13 14:38:31,327.0,4.0,150.0,53.0,123.0,129.0,4141.0,2022-02-18 23:46:48.000,22.2.0,22.0,45.0,25,True,38.0,monkeytype,conda-forge/monkeytype,,25.0,,https://pypi.org/project/monkeytype,2022-02-18 23:46:48.000,25.0,50074.0,50844.0,https://anaconda.org/conda-forge/monkeytype,2022-02-19 14:25:33.147,47786.0,2.0,,,,,,,,,,,,,,,,,,,,
164,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,118.0,24.0,221.0,161.0,1751.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,25,False,107.0,dephell,,,830.0,815.0,https://pypi.org/project/dephell,2020-04-28 06:29:24.000,15.0,2857.0,2861.0,,,,3.0,198.0,,,,,,,,,,,,,,,,,,,
165,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-02-20 18:24:13.000,2023-02-20 18:24:13,204.0,2.0,35.0,8.0,34.0,21.0,1213.0,2022-11-24 20:30:35.533,0.2.10,19.0,7.0,25,True,7.0,stackprinter,conda-forge/stackprinter,,266.0,240.0,https://pypi.org/project/stackprinter,2022-11-24 20:30:35.533,26.0,435489.0,435593.0,https://anaconda.org/conda-forge/stackprinter,2020-10-31 17:18:37.537,4699.0,3.0,,,,,,,,,,,,,,,,,,,,
166,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2022-12-07 18:15:43.000,2022-07-24 14:45:54,478.0,,78.0,10.0,59.0,52.0,1023.0,2021-12-22 16:55:15.000,1.0.1,17.0,29.0,25,True,53.0,pympler,conda-forge/pympler,,306.0,,https://pypi.org/project/pympler,2021-12-22 16:55:15.000,306.0,1543490.0,1547315.0,https://anaconda.org/conda-forge/pympler,2022-07-24 00:00:16.620,275464.0,3.0,,,,,,,,,,,,,,,,,,,,
167,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-01-03 00:40:56.000,2023-01-03 00:40:56,266.0,18.0,71.0,17.0,42.0,31.0,824.0,2022-12-19 09:01:00.611,1.8.0,29.0,20.0,25,True,32.0,portray,,,803.0,785.0,https://pypi.org/project/portray,2022-12-19 09:01:00.611,18.0,17670.0,17670.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
168,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2022-11-03 15:48:18.639,2019-06-15 20:36:43,183.0,,54.0,10.0,49.0,42.0,678.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,25,False,48.0,pytest-watch,conda-forge/pytest-watch,['pytest'],8203.0,7586.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,617.0,389071.0,390374.0,https://anaconda.org/conda-forge/pytest-watch,2022-11-03 15:48:18.639,80832.0,3.0,,,,,,,,,,,,,,,,,,,,
169,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2022-12-08 10:54:50.000,2020-11-16 12:31:58,468.0,,63.0,22.0,85.0,52.0,505.0,2020-11-16 12:36:24.000,0.11.2,21.0,23.0,25,False,45.0,mamba,,,858.0,740.0,https://pypi.org/project/mamba,2020-11-16 12:35:41.000,118.0,14201.0,14201.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
170,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2023-03-04 17:53:15.000,2022-07-29 16:12:10,178.0,,33.0,5.0,99.0,27.0,462.0,2021-09-10 23:05:20.000,1.5.0,14.0,12.0,25,True,23.0,interrogate,,,3786.0,3697.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000,89.0,221838.0,221838.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
171,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2023-03-06 03:02:38.000,2022-12-27 20:44:55,370.0,1.0,11.0,5.0,248.0,30.0,289.0,2022-09-20 20:07:10.434,1.4.0,15.0,16.0,25,True,16.0,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],15586.0,15493.0,https://pypi.org/project/flake8-eradicate,2022-09-20 20:07:10.434,93.0,503018.0,503305.0,https://anaconda.org/conda-forge/flake8-eradicate,2022-09-26 17:26:04.280,6622.0,3.0,,,,,,,,,,,,,,,,,,,,
172,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2022-12-18 18:49:02.248,2022-12-18 18:44:36,259.0,3.0,33.0,7.0,91.0,51.0,220.0,2022-12-18 18:49:02.248,0.10.3,23.0,16.0,25,True,10.0,pytest-mypy,conda-forge/pytest-mypy,['pytest'],3819.0,3391.0,https://pypi.org/project/pytest-mypy,2022-12-18 18:49:02.248,428.0,296664.0,298143.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057,54730.0,3.0,,,,,,,,,,,,,realpython/pytest-mypy,,,,,,,
173,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2021-02-16 21:31:02.632,2021-02-16 17:29:00,446.0,,57.0,9.0,171.0,23.0,194.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,25,False,39.0,data-science-types,conda-forge/data-science-types,,959.0,951.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000,8.0,128339.0,128600.0,https://anaconda.org/conda-forge/data-science-types,2021-02-16 21:31:02.632,7050.0,3.0,,,,,,,,,,,,,wearepal/data-science-types,,,,,,,
174,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-03-03 14:12:03.000,2023-03-03 14:12:03,539.0,42.0,20.0,4.0,28.0,89.0,141.0,2023-02-16 21:01:01.430,0.25.5,54.0,15.0,25,True,19.0,griffe,conda-forge/griffe,,1407.0,1388.0,https://pypi.org/project/griffe,2023-02-16 21:01:01.430,19.0,360354.0,367836.0,https://anaconda.org/conda-forge/griffe,2023-02-17 21:59:59.226,89784.0,3.0,,-2.0,,,,,,,,,,,,,,,,,,
175,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2023-01-05 00:12:48.000,2023-01-05 00:12:47,102.0,1.0,204.0,72.0,55.0,46.0,4330.0,2021-01-29 16:48:55.000,0.3.3,16.0,17.0,24,True,30.0,better-exceptions,,,73.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000,73.0,121775.0,121775.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
176,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2022-11-04 03:21:51.000,2022-11-04 03:21:51,205.0,,83.0,26.0,113.0,76.0,1559.0,2022-11-02 23:26:19.000,1.0.3,60.0,39.0,24,True,41.0,shiv,,,12.0,,https://pypi.org/project/shiv,2022-11-02 23:25:32.717,12.0,17504.0,17512.0,,,,3.0,391.0,,,,,,,,,,,,,,,,,,,
177,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2022-12-21 03:55:00.000,2022-12-21 03:55:00,575.0,1.0,134.0,8.0,114.0,201.0,943.0,2021-08-03 14:51:19.000,0.10.0,34.0,58.0,24,True,104.0,pdoc3,anaconda/pdoc3,,3151.0,3034.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000,117.0,328721.0,328749.0,https://anaconda.org/anaconda/pdoc3,2020-11-30 22:53:50.187,1144.0,3.0,,,,,,,,,,,,,,,,,,,,
178,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,71.0,26.0,106.0,46.0,657.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,24,False,80.0,redbaron,,,634.0,518.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,116.0,39605.0,39605.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
179,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2023-03-02 00:11:48.000,2023-01-27 11:02:15,1077.0,3.0,75.0,19.0,32.0,131.0,544.0,2022-11-05 16:32:25.000,0.13.0.0,25.0,17.0,24,True,13.0,py2exe,,,1861.0,1685.0,https://pypi.org/project/py2exe,2022-11-05 16:36:06.716,176.0,16718.0,16972.0,,,,3.0,12196.0,,,,,,,,,,,,,,,,,,,
180,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2023-02-28 09:05:49.000,2023-02-28 09:05:48,314.0,36.0,36.0,5.0,164.0,53.0,490.0,2023-01-16 10:50:01.873,1.13.0,23.0,16.0,24,True,13.0,blacken-docs,conda-forge/blacken-docs,,19.0,,https://pypi.org/project/blacken-docs,2023-01-16 10:50:01.873,19.0,83036.0,83867.0,https://anaconda.org/conda-forge/blacken-docs,2023-01-16 15:42:33.233,26602.0,3.0,,,,,,,,,,,,,adamchainz/blacken-docs,,,,,,,
181,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2021-06-21 14:55:20.000,2021-06-21 14:55:20,534.0,,78.0,13.0,84.0,93.0,453.0,2017-12-31 01:13:41.000,1.3.4,28.0,45.0,24,False,38.0,paver,conda-forge/paver,,961.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000,961.0,51973.0,52321.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122,26492.0,3.0,,,,,,,,,,,,,,,,,,,,
182,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2023-03-08 11:14:34.000,2023-02-28 15:59:22,1081.0,36.0,155.0,32.0,347.0,275.0,394.0,2023-02-09 08:48:42.000,3.4.3,40.0,64.0,24,True,33.0,,constructor,,13.0,13.0,,,,,69.0,https://anaconda.org/anaconda/constructor,2023-03-01 12:50:42.074,5440.0,3.0,228.0,,,,,,,,,,,,,,,,,,,
183,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2023-02-23 03:31:58.000,2022-07-24 17:34:17,72.0,,27.0,7.0,13.0,45.0,295.0,2022-07-24 17:45:31.955,2.8.0,21.0,5.0,24,True,10.0,mkdocs-awesome-pages-plugin,,['mkdocs'],2325.0,2242.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2022-07-24 17:45:31.955,83.0,93807.0,93807.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
184,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2022-12-11 18:01:45.000,2022-12-11 17:58:01,563.0,1.0,37.0,7.0,69.0,76.0,275.0,,,43.0,22.0,24,True,18.0,check-manifest,conda-forge/check-manifest,,11757.0,8840.0,https://pypi.org/project/check-manifest,2022-12-05 08:17:08.785,2917.0,231023.0,232568.0,https://anaconda.org/conda-forge/check-manifest,2022-12-05 13:13:18.863,78807.0,3.0,,,,,,,,,,,,,,,,,,,,
185,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2022-12-10 16:20:39.000,2022-12-10 16:20:39,292.0,1.0,70.0,9.0,100.0,90.0,270.0,2022-11-26 20:15:35.517,0.18.2,35.0,46.0,24,True,11.0,flake8-import-order,conda-forge/flake8-import-order,['flake8'],1220.0,,https://pypi.org/project/flake8-import-order,2022-11-26 20:15:35.517,1220.0,357372.0,360361.0,https://anaconda.org/conda-forge/flake8-import-order,2022-11-28 21:20:05.953,227185.0,3.0,,,,,,,,,,,,,,,,,,,,
186,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2023-02-24 20:47:30.194,2023-02-11 21:51:22,473.0,5.0,36.0,11.0,54.0,55.0,147.0,2023-02-11 21:55:09.000,0.9.29,29.0,23.0,24,True,5.0,asteval,conda-forge/asteval,,172.0,,https://pypi.org/project/asteval,2022-11-07 21:57:22.231,172.0,215083.0,218419.0,https://anaconda.org/conda-forge/asteval,2023-02-24 20:47:30.194,256886.0,3.0,,,,,,,,,,,,,,,,,,,,
187,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,25.0,4.0,38.0,26.0,127.0,2021-10-13 19:25:39.000,2.1.0,20.0,12.0,24,False,5.0,flake8-commas,,['flake8'],14908.0,14574.0,https://pypi.org/project/flake8-commas,2021-10-13 19:25:39.000,334.0,392311.0,392311.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
188,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,2022-07-15 07:43:03,620.0,,171.0,71.0,32.0,57.0,3886.0,2018-06-24 14:16:36.000,0.37.6,24.0,17.0,23,True,27.0,vprof,,,124.0,108.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,16.0,4001.0,4001.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
189,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-03-03 17:07:08.000,2023-03-03 17:07:08,349.0,3.0,196.0,60.0,44.0,16.0,2663.0,,,13.0,23.0,23,True,39.0,pyrasite,,,53.0,47.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000,6.0,35455.0,35455.0,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,
190,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06,1576.0,,232.0,70.0,116.0,78.0,2115.0,2018-11-01 16:02:57.000,0.42,15.0,22.0,23,False,21.0,python-taint,,,92.0,80.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000,12.0,6205.0,6206.0,,,,3.0,94.0,,,,,,,,,,,,,,,,,,,
191,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-01-20 18:10:54.000,2023-01-20 18:08:14,186.0,1.0,90.0,30.0,75.0,34.0,1457.0,2020-09-17 01:55:39.000,0.9.0,8.0,27.0,23,True,46.0,bowler,conda-forge/bowler,,7.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,7.0,101160.0,101450.0,https://anaconda.org/conda-forge/bowler,2019-06-12 18:37:14.246,15112.0,3.0,,,,,,,,,,,,,,,,,,,,
192,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000,2022-03-11 18:31:51,368.0,,45.0,22.0,55.0,72.0,1239.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,23,True,60.0,pyflow,,,43.0,42.0,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000,1.0,240.0,360.0,,,,3.0,5172.0,,,,,,,,,,,,,,,,,,,
193,pynsist,takluyver/pynsist,packaging,Build Windows installers for Python applications.,,https://github.com/takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2022-11-04 09:45:28.000,2022-04-21 14:15:55,556.0,,118.0,32.0,90.0,143.0,834.0,2020-07-03 08:11:24.000,2.5.1,22.0,30.0,23,True,29.0,pynsist,,,231.0,184.0,https://pypi.org/project/pynsist,2022-03-21 11:44:22.000,47.0,2072.0,2072.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
194,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2022-11-03 10:04:57.000,2022-11-03 10:04:57,807.0,,68.0,22.0,111.0,59.0,503.0,2019-05-28 06:37:19.000,1.7.0,12.0,62.0,23,True,45.0,pytest-virtualenv,conda-forge/pytest-shutil,,63.0,,https://pypi.org/project/pytest-virtualenv,2019-05-28 06:37:19.000,63.0,27877.0,28507.0,https://anaconda.org/conda-forge/pytest-shutil,2021-10-18 17:46:27.844,35310.0,3.0,,,,,,,,,,,,,,,,,,,,
195,Fixit,Instagram/Fixit,linters,"Fixit is a Python Lint Framework based on LibCST. It comes with useful default lint rules for coding convention,..",,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000,2023-03-08 21:18:25.000,2023-03-08 21:18:18,230.0,16.0,47.0,19.0,216.0,34.0,377.0,2021-07-31 16:17:24.000,0.1.4,6.0,33.0,23,True,32.0,fixit,,,35.0,33.0,https://pypi.org/project/fixit,2021-07-30 20:35:02.000,2.0,18790.0,18790.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
196,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2023-03-09 09:54:08.000,2022-10-11 00:53:47,704.0,,20.0,4.0,389.0,77.0,324.0,2022-03-27 17:47:46.000,0.32.0,48.0,15.0,23,True,47.0,nitpick,,['flake8'],1213.0,1197.0,https://pypi.org/project/nitpick,2022-03-27 17:47:42.000,16.0,12880.0,12880.0,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,
197,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2022-01-27 10:32:34.000,2022-01-27 10:32:34,98.0,,19.0,8.0,21.0,21.0,311.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,23,False,17.0,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],1664.0,1610.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,54.0,436733.0,442787.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818,429838.0,3.0,,,,,,,,,,,,,,,,,,,,
198,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,,52.0,13.0,100.0,30.0,278.0,2021-12-09 03:33:32.000,0.10.1,21.0,33.0,23,False,46.0,baron,,,326.0,267.0,https://pypi.org/project/baron,2021-12-09 03:33:32.000,59.0,40024.0,40024.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
199,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-01-07 04:42:28.000,2021-10-14 20:29:54,188.0,,57.0,10.0,49.0,43.0,211.0,2021-07-03 02:09:02.000,0.9.3,28.0,6.0,23,False,52.0,mkdocs-with-pdf,,['mkdocs'],289.0,289.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000,,28158.0,28158.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
200,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2023-02-07 01:06:49.000,2023-02-07 01:06:45,111.0,1.0,22.0,6.0,37.0,12.0,198.0,2022-10-25 11:19:00.465,1.4.1,10.0,10.0,23,True,9.0,pytest-datadir,conda-forge/pytest-datadir,['pytest'],1434.0,1344.0,https://pypi.org/project/pytest-datadir,2022-10-25 11:19:00.465,90.0,194048.0,196273.0,https://anaconda.org/conda-forge/pytest-datadir,2022-10-25 16:50:34.913,171347.0,3.0,,,,,,,,,,,,,,,,,,,,
201,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2023-02-10 01:42:43.000,2023-01-30 05:02:24,826.0,6.0,8.0,5.0,100.0,24.0,177.0,2023-01-30 01:24:01.118,1.1.1,67.0,8.0,23,True,19.0,xdoctest,conda-forge/xdoctest,,122.0,,https://pypi.org/project/xdoctest,2023-01-30 01:24:01.118,122.0,112809.0,115846.0,https://anaconda.org/conda-forge/xdoctest,2023-01-30 06:16:04.314,112369.0,3.0,,,,,,,,,,,,,,,,,,,,conda-forge/xdoctest
202,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2022-03-30 17:22:48.000,2022-03-07 18:48:36,240.0,,34.0,2.0,45.0,80.0,47.0,2022-03-07 18:48:43.000,0.16.1,26.0,23.0,23,False,18.0,pytkdocs,conda-forge/pytkdocs,,1209.0,1189.0,https://pypi.org/project/pytkdocs,2022-03-07 18:48:43.000,20.0,155341.0,157897.0,https://anaconda.org/conda-forge/pytkdocs,2022-03-08 15:08:30.099,74140.0,3.0,,,,,,,,,,,,,,,,,,,,
203,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2021-11-27 17:41:04.999,2021-11-24 14:32:14,130.0,,79.0,28.0,10.0,38.0,2618.0,2021-11-24 14:32:07.000,1.2.25,48.0,5.0,22,False,5.0,pretty_errors,conda-forge/pretty_errors,,45.0,,https://pypi.org/project/pretty_errors,2021-11-24 14:32:07.000,45.0,23835.0,24185.0,https://anaconda.org/conda-forge/pretty_errors,2021-11-27 17:41:04.999,9811.0,3.0,,,,,,,,,,,,,,,,,,,,
204,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,828.0,,185.0,72.0,170.0,126.0,1745.0,2017-11-22 14:27:35.000,2.7.0,37.0,56.0,22,False,88.0,sixpack,,,14.0,10.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000,4.0,197.0,197.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
205,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2022-12-22 20:22:27.544,2022-12-22 13:48:56,431.0,3.0,30.0,17.0,16.0,26.0,907.0,2022-12-22 13:51:11.775,0.4.3,14.0,22.0,22,True,22.0,snoop,conda-forge/snoop,,13.0,,https://pypi.org/project/snoop,2022-12-22 13:51:11.775,13.0,37585.0,37743.0,https://anaconda.org/conda-forge/snoop,2022-12-22 20:22:27.544,2700.0,3.0,,,,,,,,,,,,,,,,,,,,
