,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
224,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2023-06-16 19:27:52.099,2023-04-10 19:27:15,234.0,,16.0,2.0,16.0,24.0,21.0,158.0,2023-04-10 19:35:00.918,0.14.1,17.0,16.0,20,True,,dlint,conda-forge/dlint,,51.0,,https://pypi.org/project/dlint,2022-08-09 19:17:19.574,51.0,104911.0,105077.0,https://anaconda.org/conda-forge/dlint,2023-06-16 19:27:52.099,3820.0,3.0,,,,,,,,,,,,,,,,,,,
225,massedit,elmotec/massedit,refactoring,Programmatically edit text files with Python. Useful for source to source transformations.,,https://github.com/elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000,2023-09-12 01:27:09.000,2023-09-12 01:27:09,194.0,16.0,16.0,5.0,17.0,4.0,7.0,110.0,2023-09-11 03:03:54.000,0.70.1,16.0,9.0,20,True,,massedit,,,48.0,41.0,https://pypi.org/project/massedit,2023-09-11 02:59:59.000,7.0,3737.0,3737.0,,,,3.0,23.0,,,,,,,,,,,,,,,,,,
226,unify,myint/unify,refactoring,Modifies strings to all use the same quote where possible.,,https://github.com/myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2023-06-16 19:26:39.293,2019-08-07 13:44:00,69.0,,15.0,7.0,10.0,10.0,3.0,89.0,2013-06-22 15:34:37.000,0.1.5,10.0,5.0,20,False,,unify,conda-forge/unify,,1301.0,1240.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,61.0,80441.0,80500.0,https://anaconda.org/conda-forge/unify,2023-06-16 19:26:39.293,1659.0,3.0,,,,,,,,,,,,,,,,,,,
227,pylint-flask,jschaf/pylint-flask,linters,A Pylint plugin to analyze Flask applications.,,https://github.com/jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2023-06-16 13:25:29.031,2022-07-19 20:45:38,40.0,,9.0,3.0,8.0,8.0,6.0,62.0,,,5.0,7.0,20,False,,pylint-flask,conda-forge/pylint-flask,['pylint'],8041.0,7684.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000,357.0,1540624.0,1541912.0,https://anaconda.org/conda-forge/pylint-flask,2023-06-16 13:25:29.031,110801.0,3.0,,,,,,,,,,,,,,,,,,,
228,reloadium,reloadware/reloadium,debugging,"Hot Reloading, Profiling and AI debugging for Python.",,https://github.com/reloadware/reloadium,https://github.com/reloadware/reloadium,Apache-2.0,2022-01-15 03:01:41.000,2023-10-05 23:07:39.000,2023-10-05 16:06:18,50.0,2.0,52.0,24.0,26.0,18.0,102.0,2544.0,2023-10-05 23:07:39.000,1.3.0,43.0,3.0,19,True,,reloadium,,,,,https://pypi.org/project/reloadium,2023-10-05 23:07:39.000,,3104.0,3104.0,,,,3.0,,,,,,,,,,,,,,,,,,,
229,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,,2017-06-29 18:15:26.000,2023-10-11 16:42:39.000,2023-10-11 16:36:39,102.0,4.0,54.0,43.0,22.0,7.0,25.0,1558.0,2020-12-02 20:33:26.000,20.12.2,3.0,43.0,19,False,,xar,,,28.0,28.0,https://pypi.org/project/xar,,,515.0,515.0,,,,3.0,,,,,,,,,,,,,,,,,,,
230,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-07-03 08:24:17.000,2021-10-12 20:53:49,95.0,,56.0,28.0,63.0,26.0,33.0,1398.0,,,,17.0,19,False,,pyannotate,,,124.0,124.0,https://pypi.org/project/pyannotate,,,3279.0,3279.0,,,,3.0,,,,,,,,,,,,,,,,,,,
231,pynsist,takluyver/pynsist,packaging,Build Windows installers for Python applications.,,https://github.com/takluyver/pynsist,https://github.com/takluyver/pynsist,,2014-03-30 19:11:21.000,2022-11-04 09:45:28.000,2022-04-21 14:15:55,556.0,,115.0,33.0,90.0,26.0,144.0,852.0,,,,30.0,19,False,,pynsist,,,205.0,205.0,https://pypi.org/project/pynsist,,,1760.0,1760.0,,,,3.0,,,,,,,,,,,,,,,,,,,
232,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2023-10-23 16:35:17.000,2023-09-01 07:48:02,73.0,1.0,57.0,8.0,56.0,10.0,34.0,360.0,2023-09-01 07:51:04.000,2.0.1,13.0,18.0,19,True,,pytest-docker,,['pytest'],,,https://pypi.org/project/pytest-docker,,,141320.0,141322.0,,,,3.0,132.0,,,,,,,,,,,,,,,,,,
233,flakehell,life4/flakehell,linters,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",,https://github.com/life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40,368.0,,47.0,5.0,68.0,4.0,,232.0,2021-01-11 18:41:10.489,0.9.0,28.0,16.0,19,False,,flakehell,,['flake8'],18.0,,https://pypi.org/project/flakehell,2021-01-11 18:41:10.489,18.0,20749.0,20750.0,,,,3.0,71.0,,,,,,,,,,,,,,,,,,
234,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2023-10-09 00:43:18.000,2023-10-08 23:44:57,824.0,53.0,16.0,6.0,20.0,3.0,63.0,108.0,2023-10-08 23:51:28.000,12.4.0,44.0,18.0,19,True,,pip-run,,,,,https://pypi.org/project/pip-run,,,7119.0,7119.0,,,,3.0,,,,,,,,,,,,,,,,,,,
235,flake8-mypy,ambv/flake8-mypy,linters,A plugin for flake8 integrating Mypy.,,https://github.com/ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00,50.0,,15.0,5.0,13.0,19.0,3.0,103.0,2017-08-31 23:17:01.000,17.8.0,6.0,8.0,19,False,,flake8-mypy,,['flake8'],1760.0,1637.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,123.0,39198.0,39198.0,,,,3.0,,,,,,,,,,,,,,,,,,,
236,pyformat,myint/pyformat,formatters,Formats Python code to follow a consistent style.,,https://github.com/myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000,2021-10-29 14:54:42.000,2019-05-24 17:17:56,199.0,,9.0,8.0,6.0,4.0,3.0,94.0,2014-09-07 13:57:37.000,0.5.7,23.0,3.0,19,False,,pyformat,,,1855.0,1829.0,https://pypi.org/project/pyformat,2017-01-04 02:31:11.000,26.0,24591.0,24591.0,,,,3.0,,,,,,,,,,,,,,,,,,,
237,autoimport,lyz-code/autoimport,formatters,Autoimport automatically fixes wrong import statements.,,https://github.com/lyz-code/autoimport,https://github.com/lyz-code/autoimport,GPL-3.0,2020-10-16 22:43:09.000,2023-10-04 11:02:10.000,2023-10-04 11:00:16,542.0,8.0,21.0,3.0,205.0,12.0,32.0,79.0,2023-02-08 16:54:01.303,1.3.3,40.0,15.0,19,True,,autoimport,,,123.0,117.0,https://pypi.org/project/autoimport,2023-02-08 16:54:01.303,6.0,3262.0,3262.0,,,,3.0,,,,,,,,,,,,,,,,,,,
238,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2023-03-28 19:19:30.000,2022-03-08 14:42:57,26.0,,9.0,5.0,9.0,5.0,9.0,54.0,2022-03-08 14:43:59.000,0.3.2,2.0,7.0,19,False,,mkdocs-git-revision-date-plugin,,['mkdocs'],1618.0,1618.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,,,42657.0,42657.0,,,,3.0,,,,,,,,,,,,,,,,,,,
239,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2023-06-16 19:23:41.476,2021-11-24 14:32:14,130.0,,82.0,31.0,10.0,7.0,38.0,2673.0,,,8.0,5.0,18,False,,pretty_errors,conda-forge/pretty_errors,,,,https://pypi.org/project/pretty_errors,,,26523.0,26904.0,https://anaconda.org/conda-forge/pretty_errors,2023-06-16 19:23:41.476,13363.0,3.0,,,,,,,,,,,,,,,,,,,
240,fake2db,emirozer/fake2db,testing,create custom test databases that are populated with fake data.,,https://github.com/emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2019-11-25 09:19:01.000,2019-11-25 09:19:00,242.0,,119.0,69.0,29.0,7.0,15.0,2235.0,2019-03-09 13:53:12.000,1.0.0,2.0,18.0,18,False,,fake2db,,,23.0,23.0,https://pypi.org/project/fake2db,,,421.0,421.0,,,,3.0,,,,,,,,,,,,,,,,,,,
241,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2023-06-16 19:27:40.699,2022-12-22 13:48:56,431.0,,31.0,20.0,16.0,22.0,28.0,965.0,,,4.0,22.0,18,True,,snoop,conda-forge/snoop,,,,https://pypi.org/project/snoop,,,59232.0,59423.0,https://anaconda.org/conda-forge/snoop,2023-06-16 19:27:40.699,4607.0,3.0,,,,,,,,,,,,,,,,,,,
242,vex,sashahart/vex,virtual-envs,Run a command in the named virtualenv.,,https://github.com/sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2021-10-30 20:12:27.000,2019-05-10 19:18:48,200.0,,24.0,14.0,24.0,2.0,40.0,372.0,2019-05-10 19:21:38.000,0.0.19,18.0,3.0,18,False,,vex,,,39.0,29.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,10.0,583.0,583.0,,,,3.0,,,,,,,,,,,,,,,,,,,
243,bellybutton,hchasestevens/bellybutton,linters,Custom Python linting through AST expressions.,,https://github.com/hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000,2023-07-27 15:15:12.000,2023-07-27 15:12:07,35.0,,15.0,6.0,23.0,11.0,6.0,259.0,2023-07-27 15:15:12.000,0.3.2,12.0,6.0,18,True,,bellybutton,,,42.0,41.0,https://pypi.org/project/bellybutton,2023-07-27 15:15:12.000,1.0,16864.0,16864.0,,,,3.0,,,,,,,,,,,,,,,,,,,
244,com2ann,ilevkivskyi/com2ann,refactoring,Tool for translation type comments to type annotations in Python.,,https://github.com/ilevkivskyi/com2ann,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000,2023-08-29 08:53:47.000,2023-08-29 08:53:43,44.0,2.0,11.0,7.0,31.0,7.0,21.0,135.0,2021-08-21 09:01:26.000,0.3.0,3.0,7.0,18,True,,com2ann,,,53.0,51.0,https://pypi.org/project/com2ann,2021-08-21 09:01:26.000,2.0,36042.0,36042.0,,,,3.0,,,,,,,,,,,,,,,,,,,
245,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2023-10-16 20:28:47.000,2023-10-16 20:22:41,416.0,1.0,71.0,42.0,48.0,20.0,36.0,1586.0,,,,10.0,17,True,,birdseye,,,,,https://pypi.org/project/birdseye,,,1190.0,1190.0,,,,3.0,,,,,,,,,,,,,,,,,,,
246,imhotep,justinabrahms/imhotep,linters,A static-analysis bot for Github.,,https://github.com/justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2023-06-17 04:37:59.000,2023-06-17 04:37:59,400.0,,36.0,9.0,68.0,20.0,26.0,222.0,2022-02-20 06:09:19.000,2.0.0,10.0,17.0,17,True,,imhotep,,,17.0,11.0,https://pypi.org/project/imhotep,2022-02-20 06:09:19.000,6.0,31.0,31.0,,,,3.0,,,,,,,,,,,,,,,,,,,
247,mkdocs-versioning,zayd62/mkdocs-versioning,documentation,A tool that allows for versioning sites built with mkdocs.,,https://github.com/zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000,2021-08-01 15:51:53.000,2021-08-01 15:51:53,133.0,,6.0,3.0,39.0,3.0,22.0,40.0,2021-02-11 10:24:03.000,0.4.0,2.0,5.0,17,False,,mkdocs-versioning,,['mkdocs'],63.0,63.0,https://pypi.org/project/mkdocs-versioning,,,3506.0,3506.0,,,,3.0,,,,,,,,,,,,,,,,,,,
248,pyenv-installer,pyenv/pyenv-installer,virtual-envs,This tool is used to install `pyenv` and friends.,,https://github.com/pyenv/pyenv-installer,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000,2023-06-10 12:37:58.000,2023-06-10 12:37:58,149.0,,405.0,74.0,60.0,6.0,74.0,3735.0,,,,39.0,16,True,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
249,dh-virtualenv,spotify/dh-virtualenv,virtual-envs,Python virtualenvs in Debian packages.,,https://github.com/spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000,2023-05-18 15:24:11.000,2023-01-03 15:31:24,422.0,,176.0,43.0,154.0,32.0,172.0,1583.0,,,,60.0,16,True,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
250,pyheat,csurfer/pyheat,profiling,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,,https://github.com/csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2023-07-04 11:25:43.000,2021-09-18 20:16:24,55.0,,41.0,13.0,8.0,6.0,9.0,777.0,,,,5.0,16,False,,py-heat,,,57.0,57.0,https://pypi.org/project/py-heat,,,3124.0,3124.0,,,,3.0,,,,,,,,,,,,,,,,,,,
251,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,https://github.com/paver/paver,,2010-11-11 09:43:52.000,2023-10-19 18:26:44.000,2023-04-16 21:21:14,535.0,,83.0,13.0,86.0,41.0,93.0,455.0,,,1.0,46.0,16,False,,paver,conda-forge/paver,,,,https://pypi.org/project/paver,,,49176.0,49512.0,https://anaconda.org/conda-forge/paver,2023-06-16 13:19:05.560,27921.0,3.0,,,,,,,-8.0,,,,,,,,,,,,
252,tbvaccine,skorokithakis/tbvaccine,logging,A small utility to pretty-print Python tracebacks.,,https://github.com/skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000,2020-03-01 19:24:46.000,2020-03-01 19:24:44,80.0,,12.0,6.0,18.0,7.0,13.0,366.0,2018-12-14 18:07:29.000,0.3.1,12.0,12.0,16,False,,tbvaccine,,,11.0,11.0,https://pypi.org/project/tbvaccine,2018-12-14 18:07:29.000,,2220.0,2220.0,,,,3.0,,,,,,,,,,,,,,,,,,,
253,pynt,rags/pynt,build-tools,A pynt of Python build.,,https://github.com/rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2022-05-13 18:18:48.000,2019-10-04 19:05:46,128.0,,18.0,11.0,10.0,6.0,13.0,156.0,,,,10.0,16,False,,pynt,,,116.0,116.0,https://pypi.org/project/pynt,,,20738.0,20738.0,,,,3.0,,,,,,,,,,,,,,,,,,,
254,pep8ify,spulec/pep8ify,refactoring,A library that modifies python source code to conform to pep8.,,https://github.com/spulec/pep8ify,https://github.com/spulec/pep8ify,Apache-2.0,2012-06-03 03:31:33.000,2019-03-08 03:06:14.000,2014-10-24 20:36:38,154.0,,12.0,6.0,7.0,7.0,12.0,118.0,2014-10-24 20:36:57.000,0.0.13,13.0,6.0,16,False,,pep8ify,,,65.0,46.0,https://pypi.org/project/pep8ify,2014-10-24 20:36:57.000,19.0,269.0,269.0,,,,3.0,,,,,,,,,,,,,,,,,,,
255,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2023-09-13 06:38:29.000,2022-08-29 13:45:55,70.0,,27.0,5.0,18.0,11.0,16.0,108.0,,,,12.0,16,False,,flake8-bandit,,['flake8'],,,https://pypi.org/project/flake8-bandit,,,479612.0,479612.0,,,,3.0,,,,,,,,,,,,,,,,,,,
256,pycycle,bndr/pycycle,linters,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,,https://github.com/bndr/pycycle,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000,2022-01-15 20:44:01.000,2017-02-13 18:07:04,26.0,,20.0,6.0,6.0,15.0,2.0,324.0,2017-02-13 18:07:58.000,0.0.8,8.0,2.0,15,False,,pycycle,,,86.0,77.0,https://pypi.org/project/pycycle,2017-02-13 18:07:58.000,9.0,4840.0,4840.0,,,,3.0,,,,,,,,,,,,,,,,,,,
257,cohesion,mschwager/cohesion,code-metrics,A tool for measuring Python class cohesion.,,https://github.com/mschwager/cohesion,https://github.com/mschwager/cohesion,GPL-3.0,2016-08-11 21:09:32.000,2023-06-16 19:27:52.015,2023-03-08 16:15:03,84.0,,4.0,10.0,2.0,5.0,12.0,211.0,2023-03-08 16:22:18.671,1.1.0,10.0,3.0,15,True,,cohesion,conda-forge/cohesion,,11.0,,https://pypi.org/project/cohesion,2019-07-10 16:08:05.000,11.0,5322.0,5405.0,https://anaconda.org/conda-forge/cohesion,2023-06-16 19:27:52.015,1923.0,3.0,,,,,,,,,,,,,,,,,,,
258,pytest-play,pytest-dev/pytest-play,testing,pytest plugin that let you automate actions and assertions with test metrics reporting executing plain YAML files.,,https://github.com/pytest-dev/pytest-play,https://github.com/pytest-dev/pytest-play,Apache-2.0,2017-12-14 09:08:26.000,2019-08-20 15:57:27.000,2019-06-12 11:57:28,382.0,,4.0,9.0,62.0,4.0,25.0,68.0,2019-06-12 11:59:29.000,2.3.1,23.0,3.0,15,False,,pytest-play,,['pytest'],10.0,,https://pypi.org/project/pytest-play,2019-06-12 11:59:29.000,10.0,81.0,81.0,,,,3.0,,,,,,,,,,,,,,,,,,,
259,yala,cemsbr/yala,linters,Yet Another Linter Aggregator.,,https://github.com/cemsbr/yala,https://github.com/cemsbr/yala,MIT,2017-06-02 22:45:50.000,2023-10-17 23:50:57.000,2023-01-30 07:50:18,198.0,,5.0,2.0,142.0,1.0,11.0,14.0,2023-01-30 07:57:23.000,3.2.0,29.0,4.0,15,False,,yala,,"['flake8', 'pylint']",60.0,50.0,https://pypi.org/project/yala,2021-11-15 05:05:38.000,10.0,804.0,804.0,,,,3.0,,,,,,,,,,,,,,,,,,,
260,retype,ambv/retype,refactoring,Re-apply type annotations from .pyi stubs to your codebase.,,https://github.com/ambv/retype,https://github.com/ambv/retype,MIT,2017-03-11 07:54:58.000,2023-06-16 16:07:40.909,2022-08-14 07:12:06,109.0,,19.0,6.0,28.0,,15.0,134.0,2022-08-14 07:10:00.969,22.8.0,12.0,9.0,14,False,,retype,conda-forge/retype,,19.0,,https://pypi.org/project/retype,2021-12-29 00:30:49.000,19.0,424.0,774.0,https://anaconda.org/conda-forge/retype,2023-06-16 16:07:40.909,24210.0,3.0,,,,,,,,,,,,,,,,,,,
261,subpar,google/subpar,packaging,Subpar is a utility for creating self-contained python executables. It is designed to work well with Bazel.,,https://github.com/google/subpar,https://github.com/google/subpar,Apache-2.0,2016-08-03 20:11:35.000,2022-12-27 14:53:53.000,2022-12-19 19:23:19,95.0,,67.0,18.0,75.0,34.0,30.0,562.0,2019-05-14 20:14:05.000,2.0.0,5.0,16.0,13,True,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
262,freshenv,raiyanyahya/freshenv,virtual-envs,"Provision, share, manage local and cloud developer environments.",,https://github.com/raiyanyahya/freshenv,https://github.com/raiyanyahya/freshenv,MPL-2.0,2021-12-19 21:38:32.000,2023-10-24 19:53:38.000,2023-10-13 18:07:34,192.0,4.0,3.0,2.0,179.0,2.0,3.0,169.0,2022-11-06 21:28:09.190,3.0.2,43.0,3.0,13,True,,freshenv,raiyanyahya/freshenv,,,,https://pypi.org/project/freshenv,2022-11-06 21:28:09.190,,41.0,41.0,https://anaconda.org/raiyanyahya/freshenv,,,3.0,,,,,,,,,,,,,,,,,,,
263,pipenv-pipes,gtalarico/pipenv-pipes,virtual-envs,A PipEnv Environment Switcher.,,https://github.com/gtalarico/pipenv-pipes,https://github.com/gtalarico/pipenv-pipes,MIT,2018-05-02 03:56:41.000,2023-10-01 17:28:23.000,2019-06-27 03:42:48,285.0,,19.0,5.0,22.0,7.0,10.0,133.0,2018-11-08 03:05:43.000,0.7.1,25.0,5.0,13,False,,pipenv-pipes,,,,,https://pypi.org/project/pipenv-pipes,2018-11-08 03:05:43.000,,70.0,70.0,,,,3.0,,,,,,,,,,,,,,,,,,,
264,universal-build,ml-tooling/universal-build,build-tools,Universal build utilities for containerized build pipelines.,,https://github.com/ml-tooling/universal-build,https://github.com/ml-tooling/universal-build,MIT,2020-10-19 14:57:21.000,2022-11-09 08:14:25.000,2022-09-15 18:19:20,395.0,,7.0,5.0,34.0,,3.0,20.0,2021-11-17 16:59:34.000,0.6.18,40.0,5.0,13,True,,universal-build,,,19.0,12.0,https://pypi.org/project/universal-build,2021-11-16 23:08:45.000,7.0,96.0,96.0,,,,3.0,19.0,,,,,,,,,,,,,,,,,,
265,livepython,agermanidis/livepython,profiling,Visually trace Python code in real-time.,,https://github.com/agermanidis/livepython,https://github.com/agermanidis/livepython,MIT,2017-10-03 00:19:59.000,2019-01-22 17:39:55.000,2017-11-14 21:27:52,20.0,,167.0,78.0,4.0,11.0,15.0,2549.0,,,,3.0,12,False,,,,,2.0,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
266,linty_fresh,lyft/linty_fresh,linters,Surface lint errors during code review.,,https://github.com/lyft/linty_fresh,https://github.com/lyft/linty_fresh,Apache-2.0,2015-12-19 02:37:26.000,2023-06-23 23:37:25.000,2022-12-13 04:09:02,54.0,,21.0,19.0,61.0,8.0,1.0,182.0,2018-12-12 19:47:05.000,0.7.0,10.0,18.0,11,True,,linty-fresh,,"['flake8', 'mypy']",,,https://pypi.org/project/linty-fresh,2018-12-12 19:47:05.000,,12.0,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,
267,pyship,jamesabel/pyship,packaging,pyship - ship Python desktop apps to end users.,,https://github.com/jamesabel/pyship,https://github.com/jamesabel/pyship,MIT,2020-04-23 04:45:03.000,2023-06-06 05:02:28.000,2023-06-06 05:02:21,291.0,,2.0,4.0,6.0,6.0,,34.0,2023-04-17 06:15:39.465,0.1.7,19.0,2.0,10,False,,pyship,,,,,https://pypi.org/project/pyship,2021-06-09 04:34:00.000,,23.0,23.0,,,,3.0,,,,,,,,,,,,,,,,,,,
